site_id,new_id,sitename,district
4549,1,1ST SAMOAN CONGREGATIONAL CHURCH,
20,2,37 ECB,
5169,3,64 DEGREES,
5,4,A.B & JESSIE POLINSKY CHILDREN'S CENTER,
4785,5,ABBY REINKE YOUTH CENTER,
9,6,ABRAXAS CONTINUATION HIGH,POWAY UNIFIED
13,7,ACADEMY OF ARTS AND SCIENCES,MOUNTAIN EMPIRE UNIFIED
17,8,ACADEMY OF ARTS AND SCIENCES: DEL MAR ELEMENTARY (K-5),MOUNTAIN EMPIRE UNIFIED
21,9,ACADEMY OF ARTS AND SCIENCES: DEL MAR MIDDLE & HIGH (6-12),MOUNTAIN EMPIRE UNIFIED
25,10,ACADEMY OF ARTS AND SCIENCES: EL CAJON ELEMENTARY (K-5),MOUNTAIN EMPIRE UNIFIED
29,11,ACADEMY OF ARTS AND SCIENCES: EL CAJON MIDDLE AND HIGH (6-12),MOUNTAIN EMPIRE UNIFIED
33,12,ADA W. HARRIS ELEMENTARY,CARDIFF ELEMENTARY
37,13,ADAMS ELEMENTARY,SAN DIEGO UNIFIED
4853,14,ADAMS REC CENTER,
4857,15,ADMIRAL HARTMAN CYP,
41,16,ADOBE BLUFFS ELEMENTARY,POWAY UNIFIED
5173,17,AL RAHMA LEARNING CENTER,
45,18,ALAMOSA PARK ELEMENTARY,VISTA UNIFIED
49,19,ALBA,
,20,ALBA-ANNEX,SAN DIEGO UNIFIED
53,21,ALBERT EINSTEIN ACADEMY CHARTER ELEMENTARY,SAN DIEGO UNIFIED
57,22,ALBERT EINSTEIN ACADEMY CHARTER MIDDLE,SAN DIEGO UNIFIED
61,23,ALBERT EINSTEIN ACADEMY ELEMENTARY,
65,24,"ALBERT EINSTEIN ACADEMY FOR LETTERS, ARTS & SCIENCES - AGUA DULC",
69,25,"ALBERT EINSTEIN ACADEMY FOR LETTERS, ARTS & SCIENCES - ODYSSEY",
73,26,"ALBERT EINSTEIN ACADEMY FOR LETTERS, ARTS AND SCIENCES",
77,27,ALCOTT ELEMENTARY,SAN DIEGO UNIFIED
81,28,ALL TRIBES CHARTER,WARNER UNIFIED
85,29,ALL TRIBES ELEMENTARY CHARTER,WARNER UNIFIED
89,30,ALLEN (ELLA B.) ELEMENTARY,CHULA VISTA ELEMENTARY
4861,31,ALLIED GARDENS PARK & REC,
5205,32,ALPINE COMMUNITY DAY,ALPINE UNION ELEMENTARY
93,33,ALPINE ELEMENTARY,ALPINE UNION ELEMENTARY
97,34,ALTA VISTA ACADEMY,SWEETWATER UNION HIGH
101,35,ALTA VISTA HIGH (CONTINUATION),VISTA UNIFIED
105,36,ALVIN M. DUNN ELEMENTARY,SAN MARCOS UNIFIED
109,37,AMERICA'S FINEST CHARTER,SAN DIEGO UNIFIED
,38,AMERICA'S FINEST CHARTER HIGH,SAN DIEGO UNIFIED
113,39,ANGIER ELEMENTARY,SAN DIEGO UNIFIED
117,40,ANZA ELEMENTARY,CAJON VALLEY UNION
121,41,ARROYO PASEO CHARTER HIGH,SAN DIEGO UNIFIED
125,42,ARROYO VISTA CHARTER,CHULA VISTA ELEMENTARY
129,43,ASELTINE,
133,44,ASHLEY FALLS ELEMENTARY,DEL MAR UNION ELEMENTARY
4553,45,ATMOSPHERE APARTMENTS,
137,46,AUDEO CHARTER,SAN DIEGO UNIFIED
141,47,AUDEO CHARTER II,SBE - AUDEO CHARTER II
145,48,AUDEO CHARTER SCHOOL III,ESCONDIDO UNION HIGH
149,49,AUDUBON K-8,SAN DIEGO UNIFIED
153,50,AUTUMN,
157,51,AVIARA OAKS ELEMENTARY,CARLSBAD UNIFIED
161,52,AVIARA OAKS MIDDLE,CARLSBAD UNIFIED
165,53,AVOCADO ELEMENTARY,CAJON VALLEY UNION
169,54,AVONDALE ELEMENTARY,LA MESA-SPRING VALLEY
31,55,AVVY REINKE YOUTH CENTER,
4865,56,AZELEA REC CENTER,
4261,57,BAKER BRANCH,
173,58,BAKER ELEMENTARY,SAN DIEGO UNIFIED
177,59,BALBOA CITY SCHOOL-ANNEX,
181,60,BALBOA ELEMENTARY,SAN DIEGO UNIFIED
4869,61,BALBOA MORLEY FIELD SPORTS COMPLEX,
4789,62,BALDERRAMA COMMUNITY CENTER,
4793,63,BALDERRAMA PARK,
185,64,BALLINGTON ACADEMY FOR THE ARTS AND SCIENCES,
189,65,BALLINGTON ACADEMY FOR THE ARTS AND SCIENCES - SAN BERNARDINO,
4873,66,BAME CDC,
193,67,BANCROFT ELEMENTARY,LA MESA-SPRING VALLEY
197,68,BANDINI PRIMARY,SAN DIEGO UNIFIED
201,69,BARNARD ELEMENTARY,SAN DIEGO UNIFIED
205,70,BARNETT ELEMENTARY,RAMONA CITY UNIFIED
213,71,BARONA INDIAN CHARTER,LAKESIDE UNION ELEMENTARY
4381,72,BARONA RECREATION CENTER,
209,73,BARRETT,
217,74,BAY PARK ELEMENTARY,SAN DIEGO UNIFIED
221,75,BAY POINT PRE K,
4877,76,BAY VIEW CYP,
225,77,BAYPOINT PREPARATORY ACADEMY - SAN DIEGO,SBE - BAYPOINT PREPARATORY ACADEMY SAN DIEGO
229,78,BAYSHORE PREPARATORY CHARTER,SAN MARCOS UNIFIED
233,79,BAYSIDE BLENDED COMMUNITY SCHOOL,
4881,80,BAYSIDE COMMUNITY CENTER,
237,81,BAYSIDE ELEMENTARY,SOUTH BAY UNION
241,82,BAYSIDE STEAM ACADEMY,SOUTH BAY UNION
245,83,BAYVIEW CDC,
249,84,BEACON CLASSICAL ACADEMY ELEMENTARY CHARTER,JULIAN UNION ELEMENTARY
253,85,BEACON CLASSICAL ACADEMY NATIONAL CITY,NATIONAL ELEMENTARY
257,86,BEAR VALLEY MIDDLE,ESCONDIDO UNION
261,87,BEAUMONT ELEMENTARY,VISTA UNIFIED
265,88,BELL MIDDLE,SAN DIEGO UNIFIED
269,89,BELLA MENTE MONTESSORI ACADEMY,VISTA UNIFIED
273,90,BENCHLEY/WEINBERGER ELEMENTARY,SAN DIEGO UNIFIED
277,91,BERNARDO ELEMENTARY,ESCONDIDO UNION
281,92,BERNARDO HEIGHTS MIDDLE,POWAY UNIFIED
4749,93,BERRY STREET PARK,
4349,94,BEST SUMMER BRIDGE 2010,
285,95,BETHUNE K-8,SAN DIEGO UNIFIED
5153,96,BGC KUMEYAAY NATION,
38,97,BGCSC- CHULA VISTA BRANCH,
289,98,BIRD ROCK ELEMENTARY,SAN DIEGO UNIFIED
293,99,BIRNEY ELEMENTARY,SAN DIEGO UNIFIED
297,100,BLACK MOUNTAIN MIDDLE,POWAY UNIFIED
301,101,BLESSED SACRAMENT ELEMENTARY,GROSSMONT UNION HIGH
5177,102,BLESSED SACRAMENT PARISH SCHOOL,
305,103,BLOSSOM VALLEY ELEMENTARY,CAJON VALLEY UNION
309,104,BOBIER ELEMENTARY,VISTA UNIFIED
313,105,BONITA VISTA MIDDLE,SWEETWATER UNION HIGH
317,106,BONITA VISTA SENIOR HIGH,SWEETWATER UNION HIGH
321,107,BONSALL ELEMENTARY,BONSALL UNIFIED
325,108,BONSALL HIGH,BONSALL UNIFIED
329,109,BONSALL WEST ELEMENTARY,BONSALL UNIFIED
333,110,BOONE ELEMENTARY,SAN DIEGO UNIFIED
4557,111,BORDER VIEW YMCA,
4385,112,BORREGO SPRINGS BRANCH LIBRARY,
337,113,BORREGO SPRINGS ELEMENTARY,BORREGO SPRINGS UNIFIED
341,114,BORREGO SPRINGS HIGH,BORREGO SPRINGS UNIFIED
345,115,BORREGO SPRINGS MIDDLE,BORREGO SPRINGS UNIFIED
349,116,BOSTONIA LANGUAGE ACADEMY,CAJON VALLEY UNION
353,117,BOULDER OAKS ELEMENTARY,ALPINE UNION ELEMENTARY
4337,118,BOYS   GIRLS CLUB OLEANDER,
5133,119,BOYS & GIRLS CLUB,
4797,120,BOYS & GIRLS CLUB @ LIBBY ELEMENTARY SCHOOL,
5061,121,BOYS AND GIRLS CLUB IMPERIAL BEACH,
4501,122,BOYS AND GIRLS CLUB OF EAST COUNTY,
4389,123,BOYS AND GIRLS CLUB SAN MARCOS,
4505,124,BOYS AND GIRLS CLUB SANTEE,
4801,125,BOYS/GIRLS CLUB COUNTRY CLUB LANE,
357,126,BREAKING CYCLES,
361,127,BREEZE HILL ELEMENTARY,VISTA UNIFIED
5145,128,BRENGLE TERRACE RECREATION CENTER,
4265,129,BRONNER BRANCH,
365,130,BROOKLYN CDC,
369,131,BUENA VISTA ELEMENTARY,CARLSBAD UNIFIED
373,132,BURBANK ELEMENTARY,SAN DIEGO UNIFIED
4885,133,CABRILLO CYP,
377,134,CABRILLO ELEMENTARY,SAN DIEGO UNIFIED
4561,135,CABRILLO NATIONAL MONUMENT,
381,136,CADMAN ELEMENTARY,SAN DIEGO UNIFIED
4889,137,CADMAN RECREATION CENTER,
385,138,CAJON PARK ELEMENTARY,SANTEE
389,139,CAJON VALLEY COMMUNITY DAY,CAJON VALLEY UNION
393,140,CAJON VALLEY HOME,CAJON VALLEY UNION
397,141,CAJON VALLEY MIDDLE,CAJON VALLEY UNION
401,142,CALAVERA HILLS ELEMENTARY,CARLSBAD UNIFIED
405,143,CALAVERA HILLS MIDDLE,CARLSBAD UNIFIED
413,144,CALIFORNIA ACADEMY OF SPORTS SCIENCE,DEHESA ELEMENTARY
417,145,CALIFORNIA AVENUE ELEMENTARY,VISTA UNIFIED
421,146,CALIFORNIA PACIFIC CHARTER SCHOOL OF SAN DIEGO,WARNER UNIFIED
429,147,CALIFORNIA VIRTUAL ACADEMY @ SAN DIEGO,SPENCER VALLEY ELEMENTARY
409,148,CALIFORNIA/SP ED,
433,149,CALVIN CHRISTIAN,
437,150,CALVIN CHRISTIAN SCHOOL -ANNEX,
441,151,CAMARENA (ENRIQUE S.) ELEMENTARY,CHULA VISTA ELEMENTARY
445,152,CAMP CUYAMACA,
4837,153,CAMP DENVER C FOX,
449,154,CAMP LOCKETT MIDDLE,MOUNTAIN EMPIRE UNIFIED
453,155,CAMP MARSTON,
4329,156,CAMP OLIVER,
4841,157,CAMP PALOMAR,
457,158,CAMP SURF,
4565,159,CAMPO EDUCATIONAL CENTER,
4569,160,CAMPO EDUCATIONAL CENTER & CHILDCARE,
461,161,CAMPO ELEMENTARY,MOUNTAIN EMPIRE UNIFIED
14,162,CAMPO HEADSTART CENTER,MOUNTIAN EMPIRE UNIFIED
465,163,CAMPO HIGH (CONTINUATION),MOUNTAIN EMPIRE UNIFIED
469,164,CANYON CREST ACADEMY,SAN DIEGUITO UNION HIGH
473,165,CANYON VIEW ELEMENTARY,POWAY UNIFIED
477,166,CAPRI ELEMENTARY,ENCINITAS UNION ELEMENTARY
481,167,CARDIFF ELEMENTARY,CARDIFF ELEMENTARY
5209,168,CARLSBAD ADULT TRANSITION,CARLSBAD UNIFIED
4333,169,CARLSBAD BOYS & GIRLS CLUB,
485,170,CARLSBAD HIGH,CARLSBAD UNIFIED
489,171,CARLSBAD SEASIDE ACADEMY,CARLSBAD UNIFIED
493,172,CARLSBAD VILLAGE ACADEMY,CARLSBAD UNIFIED
497,173,CARLTON HILLS ELEMENTARY,SANTEE
501,174,CARLTON OAKS ELEMENTARY,SANTEE
505,175,CARMEL CREEK ELEMENTARY,SOLANA BEACH ELEMENTARY
509,176,CARMEL DEL MAR ELEMENTARY,DEL MAR UNION ELEMENTARY
513,177,CARMEL VALLEY MIDDLE,SAN DIEGUITO UNION HIGH
517,178,CARRILLO ELEMENTARY,SAN MARCOS UNIFIED
521,179,CARSON ELEMENTARY,SAN DIEGO UNIFIED
525,180,CARVER ELEMENTARY,SAN DIEGO UNIFIED
5065,181,CASA DE FAMILIA,
529,182,CASA DE ORO ELEMENTARY,LA MESA-SPRING VALLEY
4573,183,CASA DE ORO LIBRARY,
5069,184,CASA DE SALUD,
4393,185,CASA DE SALUD YOUTH CENTER,
533,186,CASILLAS (JOSEPH) ELEMENTARY,CHULA VISTA ELEMENTARY
537,187,CASITA CENTER FOR SCIENCE/MATH/TECHNOLOGY,VISTA UNIFIED
541,188,CASTLE PARK ELEMENTARY,CHULA VISTA ELEMENTARY
545,189,CASTLE PARK MIDDLE,SWEETWATER UNION HIGH
549,190,CASTLE PARK SENIOR HIGH,SWEETWATER UNION HIGH
553,191,CENTER FOR POSITIVE CHANGES,
557,192,CENTER FOR POSITIVE CHANGES 5,
561,193,CENTER FOR POSITIVE CHANGES II,
565,194,CENTER FOR POSITIVE CHANGES III-ANNEX,
4577,195,CENTRAL BRANCH LIBRARY,
569,196,CENTRAL ELEMENTARY,SOUTH BAY UNION
573,197,CENTRAL ELEMENTARY,NATIONAL ELEMENTARY
577,198,CENTRAL ELEMENTARY,SAN DIEGO UNIFIED
581,199,CENTRAL ELEMENTARY,ESCONDIDO UNION
4893,200,CENTRAL LIBRARY,
585,201,CENTRAL PRESCHOOL,
5073,202,CESAR CHAVEZ COMMUNITY CENTER,
589,203,CESAR CHAVEZ MIDDLE,OCEANSIDE UNIFIED
593,204,CHALLENGER MIDDLE,SAN DIEGO UNIFIED
597,205,CHAPARRAL ELEMENTARY,POWAY UNIFIED
601,206,CHAPARRAL HIGH,GROSSMONT UNION HIGH
605,207,CHARTER SCHOOL OF SAN DIEGO,SAN DIEGO UNIFIED
609,208,CHASE AVENUE ELEMENTARY,CAJON VALLEY UNION
613,209,CHAVEZ ELEMENTARY,SAN DIEGO UNIFIED
617,210,CHEROKEE POINT ELEMENTARY,SAN DIEGO UNIFIED
4897,211,CHESTERTON CYP,
621,212,CHESTERTON ELEMENTARY,SAN DIEGO UNIFIED
625,213,CHET F. HARRITT ELEMENTARY,SANTEE
629,214,CHILDREN'S WORKSHOP,
4769,215,CHINA LAKE YOUTH CENTER,
633,216,CHOICE COMMUNITY SCHOOL,
4901,217,CHOLLAS LAKE PARK & RECREATION CENTER,
4905,218,CHOLLAS MEAD ELEMENTARY-PRIMETIME,
4581,219,CHOLLAS VIEW UNITED METHODIST CHURCH,
637,220,CHOLLAS/MEAD ELEMENTARY,SAN DIEGO UNIFIED
641,221,CHRISTA MCAULIFFE ELEMENTARY,OCEANSIDE UNIFIED
4753,222,CHRISTIAN CHURCH PRESCHOOL OF LEMON GROVE,
5213,223,CHULA VISTA ADULT,SWEETWATER UNION HIGH
645,224,CHULA VISTA COMMUNITY,
649,225,CHULA VISTA HILLS ELEMENTARY,CHULA VISTA ELEMENTARY
653,226,CHULA VISTA LEARNING COMMUNITY CHARTER,CHULA VISTA ELEMENTARY
657,227,CHULA VISTA MIDDLE,SWEETWATER UNION HIGH
4585,228,CHULA VISTA PRESBYTERIAN PRESCHOOL,
661,229,CHULA VISTA SENIOR HIGH,SWEETWATER UNION HIGH
5157,230,CHULA VISTA SITE,
2,231,CIRCLE OF FRIENDS,
669,232,CIRCLE OF FRIENDS II,
4589,233,CITRONICA ONE APARTMENTS,
4593,234,CITY HEIGHTS BRANCH LIBRARY,
4597,235,CITY HEIGHTS COMMUNITY DEVELOPMENT CORP.,
673,236,CITY HEIGHTS PREPARATORY CHARTER,SAN DIEGO UNIFIED
4909,237,CITY HEIGHTS REC CENTER,
4341,238,CITY OF CHULA VISTA CIVIC CENTER LIBRARY,
4345,239,CITY OF CHULA VISTA SOUTH CV LIBRARY,
4805,240,CITY OF OCEANSIDE LIBRARY,
677,241,CLAIR W. BURGENER ACADEMY,
4269,242,CLAIREMONT BRANCH,
681,243,CLAIREMONT HIGH,SAN DIEGO UNIFIED
685,244,CLARK MIDDLE,SAN DIEGO UNIFIED
689,245,CLASSICAL ACADEMY,ESCONDIDO UNION
693,246,CLASSICAL ACADEMY HIGH,ESCONDIDO UNION HIGH
697,247,CLASSICAL ACADEMY VISTA,SAN DIEGO COUNTY OFFICE OF EDUCATION
701,248,CLAY ELEMENTARY,SAN DIEGO UNIFIED
705,249,CLEAR VIEW,CHULA VISTA ELEMENTARY
709,250,CLOVER FLAT ELEMENTARY,MOUNTAIN EMPIRE UNIFIED
713,251,COASTAL ACADEMY,OCEANSIDE UNIFIED
717,252,COASTAL ACADEMY CHARTER,OCEANSIDE UNIFIED
721,253,COL. SALOMON CDC,
725,254,COLEMAN TECH CHARTER HIGH,SAN DIEGO UNIFIED
4913,255,COLINA DEL SOL PARK & REC,
729,256,COLLEGE PREPARATORY MIDDLE,MOUNTAIN EMPIRE UNIFIED
733,257,COLLEGE PREPARATORY MIDDLE - EAST COUNTY,MOUNTAIN EMPIRE UNIFIED
737,258,COLLEGE PREPARATORY MIDDLE - LA MESA SPRING VALLEY,SBE - COLLEGE PREPARATORY MIDDLE - LA MESA SPRING VALLEY
4601,259,COLLEGE-ROLANDO BRANCH LIBRARY,
4605,260,COMMUNITY CONGREGATIONAL PRESCHOOL,
741,261,COMMUNITY DAY SCHOOL,
745,262,COMMUNITY MONTESSORI,SAN DIEGO COUNTY OFFICE OF EDUCATION
749,263,COMMUNITY MONTESSORI CHARTER,DEHESA ELEMENTARY
753,264,COMMUNITY YOUTH ATHLETICS CENTER,
757,265,COMPASS CHARTER SCHOOLS OF SAN DIEGO,MOUNTAIN EMPIRE UNIFIED
4273,266,CONRAD PREBYS ESCONDIDO,
761,267,CONWAY ELEMENTARY,ESCONDIDO UNION
765,268,CONWAY PRESCHOOL,ESCONDIDO UNION
769,269,COOK (HAZEL GOES) ELEMENTARY,CHULA VISTA ELEMENTARY
,270,COOK EDUCATION CENTER,
4917,271,COPLEY YMCA,
773,272,CORONADO HIGH,CORONADO UNIFIED
777,273,CORONADO MIDDLE,CORONADO UNIFIED
781,274,CORONADO PATHWAYS CHARTER,CORONADO UNIFIED
4609,275,CORONADO TERRACE APARTMENTS,
5217,276,CORONADO UNIFIED SPECIAL EDUCATION PRE-K,CORONADO UNIFIED
785,277,CORONADO VILLAGE ELEMENTARY,CORONADO UNIFIED
789,278,CORREIA MIDDLE,SAN DIEGO UNIFIED
793,279,COTTONWOOD COMMUNITY DAY,MOUNTAIN EMPIRE UNIFIED
797,280,COUNTY COLLABORATIVE CHARTER,MOUNTAIN EMPIRE UNIFIED
801,281,CRAWFORD HIGH,SAN DIEGO UNIFIED
805,282,CREATIVE PERFORMING AND MEDIA ARTS,SAN DIEGO UNIFIED
809,283,CREEKSIDE EARLY LEARNING CENTER,ALPINE UNION ELEMENTARY
813,284,CREEKSIDE ELEMENTARY,POWAY UNIFIED
817,285,CREST ELEMENTARY,CAJON VALLEY UNION
4809,286,CROWN HEIGHTS RESOURCE CENTER,
821,287,CROWN POINT ELEMENTARY,SAN DIEGO UNIFIED
825,288,CTEC INDEPENDENT STUDY,
829,289,CUBBERLEY ELEMENTARY,SAN DIEGO UNIFIED
833,290,CURIE ELEMENTARY,SAN DIEGO UNIFIED
837,291,CUYAMACHA PREP COMMUNITY SCHOOL,
841,292,DAILARD ELEMENTARY,SAN DIEGO UNIFIED
845,293,DANA,SAN DIEGO UNIFIED
849,294,DARNALL CHARTER,SAN DIEGO UNIFIED
853,295,DAVILA DAY,SAN DIEGO COUNTY OFFICE OF EDUCATION
857,296,DE PORTOLA MIDDLE,SAN DIEGO UNIFIED
861,297,DEER CANYON ELEMENTARY,POWAY UNIFIED
865,298,DEHESA CHARTER,DEHESA ELEMENTARY
869,299,DEHESA ELEMENTARY,DEHESA ELEMENTARY
873,300,DEL DIOS ACADEMY OF ARTS AND SCIENCES,ESCONDIDO UNION
4277,301,DEL DIOS X-TRACK,
877,302,DEL LAGO ACADEMY - CAMPUS OF APPLIED SCIENCE,ESCONDIDO UNION HIGH
881,303,DEL MAR HEIGHTS ELEMENTARY,DEL MAR UNION ELEMENTARY
885,304,DEL MAR HILLS ELEMENTARY,DEL MAR UNION ELEMENTARY
889,305,DEL NORTE HIGH,POWAY UNIFIED
893,306,DEL RIO ELEMENTARY,OCEANSIDE UNIFIED
897,307,DEL SUR ELEMENTARY,POWAY UNIFIED
901,308,DESCANSO ELEMENTARY,MOUNTAIN EMPIRE UNIFIED
905,309,DESIGN 39 CAMPUS,POWAY UNIFIED
909,310,DEWEY CDC,SAN DIEGO UNIFIED
913,311,DEWEY ELEMENTARY,SAN DIEGO UNIFIED
917,312,DIEGO HILLS CENTRAL PUBLIC CHARTER,DEHESA ELEMENTARY
921,313,DIEGO HILLS CHARTER,DEHESA ELEMENTARY
925,314,DIEGO SPRINGS ACADEMY,BORREGO SPRINGS UNIFIED
929,315,DIEGO VALLEY CHARTER,JULIAN UNION ELEMENTARY
933,316,DIEGO VALLEY EAST PUBLIC CHARTER,JULIAN UNION ELEMENTARY
937,317,DIEGUENO MIDDLE,SAN DIEGUITO UNION HIGH
941,318,DIMENSIONS COLLABORATIVE,SAN DIEGO COUNTY OFFICE OF EDUCATION
945,319,DINGEMAN ELEMENTARY,SAN DIEGO UNIFIED
949,320,DISCOVERY CHARTER,CHULA VISTA ELEMENTARY
953,321,DISCOVERY ELEMENTARY,SAN MARCOS UNIFIED
957,322,DISTRICT OFFICE,POWAY UNIFIED
961,323,DISTRICT OFFICE,SWEETWATER UNION HIGH
965,324,DISTRICT OFFICE,LEMON GROVE
969,325,DISTRICT OFFICE,LA MESA-SPRING VALLEY
973,326,DISTRICT OFFICE,DEHESA ELEMENTARY
977,327,DITMAR ELEMENTARY,OCEANSIDE UNIFIED
981,328,DOUBLE PEAK,SAN MARCOS UNIFIED
985,329,DOYLE ELEMENTARY,SAN DIEGO UNIFIED
989,330,E. G. GARRISON ELEMENTARY,OCEANSIDE UNIFIED
993,331,E3 CIVIC HIGH,SAN DIEGO UNIFIED
997,332,EARL WARREN MIDDLE,SAN DIEGUITO UNION HIGH
4613,333,EAST COUNTY COMMUNITY CENTER SPRING VALLEY,
1001,334,EAST COUNTY COMMUNITY SCHOOL,
1013,335,EAST HILLS ACADEMY,SWEETWATER UNION HIGH
1009,336,EAST MESA JUVENILE DETENTION FACILITY,
1017,337,EAST VILLAGE HIGH,SAN DIEGO UNIFIED
1021,338,EASTLAKE ELEMENTARY,CHULA VISTA ELEMENTARY
1025,339,EASTLAKE HIGH,SWEETWATER UNION HIGH
1029,340,EASTLAKE MIDDLE,SWEETWATER UNION HIGH
1033,341,ECDC/CROWN PRESCHOOL,CORONADO UNIFIED
1037,342,EDISON ELEMENTARY,SAN DIEGO UNIFIED
1045,343,EJE ELEMENTARY ACADEMY CHARTER,CAJON VALLEY UNION
,344,EJE ELEMENTARY ACADEMY-ANNEX,CAJON VALLEY UNION
1049,345,EJE MIDDLE ACADEMY,CAJON VALLEY UNION
5221,346,EL CAJON ADULT CENTER,GROSSMONT UNION HIGH
4317,347,EL CAJON PUBLIC LIBRARY,
1053,348,EL CAJON VALLEY HIGH,GROSSMONT UNION HIGH
1057,349,EL CAMINO CREEK ELEMENTARY,ENCINITAS UNION ELEMENTARY
1061,350,EL CAMINO HIGH,OCEANSIDE UNIFIED
1065,351,EL CAPITAN HIGH,GROSSMONT UNION HIGH
4773,352,EL CENTRO NAF,
1069,353,EL TOYON ELEMENTARY,NATIONAL ELEMENTARY
1073,354,ELEVATE ELEMENTARY,SAN DIEGO UNIFIED
1077,355,ELITE ACADEMIC ACADEMY - MOUNTAIN EMPIRE,MOUNTAIN EMPIRE UNIFIED
1081,356,ELITE ACADEMY,GROSSMONT UNION HIGH
1085,357,EMERALD MIDDLE,CAJON VALLEY UNION
1089,358,EMERSON/BANDINI ELEMENTARY,SAN DIEGO UNIFIED
1093,359,EMORY ELEMENTARY,SOUTH BAY UNION
1097,360,EMPOWER,CAJON VALLEY UNION
15,361,EMPOWER ACADEMY/CDS,
1101,362,EMPOWER CHARTER,SAN DIEGO UNIFIED
1105,363,EMPRESA ELEMENTARY,VISTA UNIFIED
4281,364,ENCANTO BRANCH,
1109,365,ENCANTO ELEMENTARY,SAN DIEGO UNIFIED
4921,366,ENCANTO REC CENTER,
1113,367,ENDEAVOUR ACADEMY,ALPINE UNION ELEMENTARY
1117,368,ENRIQUE S. CAMARENA,CHULA VISTA ELEMENTARY
1121,369,EPIPHANY PREP CHARTER,ESCONDIDO UNION
1125,370,EPIPHANY PREP CHARTER,SAN DIEGO UNIFIED
1129,371,ERICSON ELEMENTARY,SAN DIEGO UNIFIED
5225,372,ESCONDIDO ADULT,ESCONDIDO UNION HIGH
1137,373,ESCONDIDO CHARTER HIGH,ESCONDIDO UNION HIGH
1133,374,ESCONDIDO COMMUNITY BLENDED,
1141,375,ESCONDIDO COMMUNITY DAY,ESCONDIDO UNION HIGH
1145,376,ESCONDIDO HIGH,ESCONDIDO UNION HIGH
1149,377,EUCALYPTUS HILLS ELEMENTARY,LAKESIDE UNION ELEMENTARY
4,378,EUCLID CDC,
1157,379,EUCLID ELEMENTARY,SAN DIEGO UNIFIED
1161,380,EVANGELINE ROBERTS INSTITUTE OF LEARNING,SAN DIEGO UNIFIED
,381,EVANGELINE ROBERTS INSTITUTE OF LEARNING-ANNEX,SAN DIEGO UNIFIED
1165,382,EXCELSIOR ACADEMY,SAN DIEGO UNIFIED
1173,383,FALLBROOK HIGH,FALLBROOK UNION HIGH
1177,384,FALLBROOK HOMESCHOOL ACADEMY,FALLBROOK UNION ELEMENTARY
1181,385,FALLBROOK STEM ACADEMY,FALLBROOK UNION ELEMENTARY
1185,386,FALLBROOK STREET ELEMENTARY,FALLBROOK UNION ELEMENTARY
1189,387,FARB MIDDLE,SAN DIEGO UNIFIED
1193,388,FARR AVENUE ELEMENTARY,ESCONDIDO UNION
1197,389,FAY ELEMENTARY,SAN DIEGO UNIFIED
1201,390,FEASTER (MAE L.) CHARTER,CHULA VISTA ELEMENTARY
1205,391,FELICITA ELEMENTARY,ESCONDIDO UNION
1209,392,FELICITA PRESCHOOL,ESCONDIDO UNION
1213,393,FIELD ELEMENTARY,SAN DIEGO UNIFIED
1217,394,FINNEY (MYRTLE S.) ELEMENTARY,CHULA VISTA ELEMENTARY
4813,395,FIRESIDE PARK,
1221,396,FIRST AVENUE LITERACY COMMUNITY SCHOOL,
4757,397,FIRST BAPTIST CHURCH OF LEMON GROVE,
1225,398,FIRST STEP TREATMENT HOME,
1229,399,FLETCHER CDC,
1233,400,FLETCHER ELEMENTARY,SAN DIEGO UNIFIED
1237,401,FLETCHER HILLS ELEMENTARY,LA MESA-SPRING VALLEY
1241,402,FLORA VISTA ELEMENTARY,ENCINITAS UNION ELEMENTARY
1245,403,FLORENCE ELEMENTARY,SAN DIEGO UNIFIED
1249,404,FLYING HILLS ELEMENTARY,CAJON VALLEY UNION
1253,405,FOOTHILL OAK ELEMENTARY,VISTA UNIFIED
5229,406,FOOTHILLS ADULT EDUCATION CENTER,GROSSMONT UNION HIGH
1257,407,FOOTHILLS HIGH,SAN MARCOS UNIFIED
1261,408,FOSTER ELEMENTARY,SAN DIEGO UNIFIED
1265,409,FRANKLIN ELEMENTARY,SAN DIEGO UNIFIED
1269,410,FREESE ELEMENTARY,SAN DIEGO UNIFIED
1273,411,FUERTE ELEMENTARY,CAJON VALLEY UNION
1277,412,FULTON K-8,SAN DIEGO UNIFIED
1281,413,FUTURE BOUND INDEPENDENT STUDY SECONDARY,RAMONA CITY UNIFIED
1285,414,GAGE ELEMENTARY,SAN DIEGO UNIFIED
1289,415,GARDEN ROAD ELEMENTARY,POWAY UNIFIED
1293,416,GARFIELD CDC,
1297,417,GARFIELD ELEMENTARY,SAN DIEGO UNIFIED
1301,418,GARFIELD HIGH,SAN DIEGO UNIFIED
4925,419,GATEWAY CYP,
1305,420,GEORGE NICOLOFF ELEMENTARY,SOUTH BAY UNION
1309,421,GIRLS REHABILITATION,
1313,422,GLEN VIEW ELEMENTARY,ESCONDIDO UNION
1317,423,GLEN VIEW PRESCHOOL,ESCONDIDO UNION
1321,424,GODFREY G. BERRY ELEMENTARY,SOUTH BAY UNION
1325,425,GOLDEN HILL K-8,SAN DIEGO UNIFIED
4929,426,GOLDEN HILL RECREATION CENTER,
