"academicyear","countycode","districtcode","schoolcode","countyname","districname","schoolname","districttype","schooltype","educationaloptiontype","nslpstatus","ischarterschool","charterschoolnumber","charterfundingtype","isirc","lowgrade","highgrade","enrollment_k-12","freemealcount_k-12","percenteligiblefree_k-12","frpmcount_k-12","percenteligiblefrpm_k-12","enrollment_5-17","freemealcount_5-17","percenteligiblefree_5-17","frpmcount_5-17","percenteligiblefrpm_5-17","iscalpadscertified","schooltypegroup"
"2017-2018",37,68379,1,"SAN DIEGO","SAN YSIDRO ELEMENTARY","NONPUBLIC, NONSECTARIAN SCHOOLS","Elementary School District",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,50,1,50,2,1,50,1,50,TRUE,NA
"2017-2018",37,68379,123000,"SAN DIEGO","SAN YSIDRO ELEMENTARY","WILLOW ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","6",789,549,69.6,570,72.2,775,538,69.4,559,72.1,TRUE,"Elementary School"
"2017-2018",37,68379,125518,"SAN DIEGO","SAN YSIDRO ELEMENTARY","VISTA DEL MAR","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","3",425,160,37.6,175,41.2,425,160,37.6,175,41.2,TRUE,"Elementary School"
"2017-2018",37,68379,6085146,"SAN DIEGO","SAN YSIDRO ELEMENTARY","SMYTHE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","6",706,511,72.4,521,73.8,695,504,72.5,514,74,TRUE,"Elementary School"
"2017-2018",37,68379,6089007,"SAN DIEGO","SAN YSIDRO ELEMENTARY","LA MIRADA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","6",424,319,75.2,338,79.7,414,313,75.6,332,80.2,TRUE,"Elementary School"
"2017-2018",37,68379,6093264,"SAN DIEGO","SAN YSIDRO ELEMENTARY","SUNSET ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"P","6",723,506,70,528,73,723,506,70,528,73,TRUE,"Elementary School"
"2017-2018",37,68379,6098453,"SAN DIEGO","SAN YSIDRO ELEMENTARY","SAN YSIDRO MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"7","8",655,472,72.1,486,74.2,655,472,72.1,486,74.2,TRUE,"Middle School"
"2017-2018",37,68379,6119341,"SAN DIEGO","SAN YSIDRO ELEMENTARY","OCEAN VIEW HILLS","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"P","6",1009,357,35.4,405,40.1,991,348,35.1,396,40,TRUE,"Elementary School"
"2017-2018",37,68387,105825,"SAN DIEGO","SOLANA BEACH ELEMENTARY","SOLANA PACIFIC ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"4","6",512,29,5.7,33,6.4,512,29,5.7,33,6.4,TRUE,"Elementary School"
"2017-2018",37,68387,129049,"SAN DIEGO","SOLANA BEACH ELEMENTARY","SOLANA RANCH ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",555,21,3.8,25,4.5,555,21,3.8,25,4.5,TRUE,"Elementary School"
"2017-2018",37,68387,6040455,"SAN DIEGO","SOLANA BEACH ELEMENTARY","SKYLINE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",494,76,15.4,87,17.6,494,76,15.4,87,17.6,TRUE,"Elementary School"
"2017-2018",37,68387,6070882,"SAN DIEGO","SOLANA BEACH ELEMENTARY","SOLANA VISTA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","3",380,77,20.3,93,24.5,380,77,20.3,93,24.5,TRUE,"Elementary School"
"2017-2018",37,68387,6106140,"SAN DIEGO","SOLANA BEACH ELEMENTARY","SOLANA HIGHLANDS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","3",311,16,5.1,17,5.5,311,16,5.1,17,5.5,TRUE,"Elementary School"
"2017-2018",37,68387,6111181,"SAN DIEGO","SOLANA BEACH ELEMENTARY","SOLANA SANTA FE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","6",332,29,8.7,37,11.1,332,29,8.7,37,11.1,TRUE,"Elementary School"
"2017-2018",37,68387,6112353,"SAN DIEGO","SOLANA BEACH ELEMENTARY","CARMEL CREEK ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","3",332,19,5.7,22,6.6,332,19,5.7,22,6.6,TRUE,"Elementary School"
"2017-2018",37,68395,1,"SAN DIEGO","SOUTH BAY UNION","NONPUBLIC, NONSECTARIAN SCHOOLS","Elementary School District",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,33.3,1,33.3,3,1,33.3,1,33.3,TRUE,NA
"2017-2018",37,68395,6040463,"SAN DIEGO","SOUTH BAY UNION","BAYSIDE STEAM ACADEMY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","6",534,368,68.9,393,73.6,522,358,68.6,382,73.2,TRUE,"Elementary School"
"2017-2018",37,68395,6040471,"SAN DIEGO","SOUTH BAY UNION","CENTRAL ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","6",552,397,71.9,453,82.1,552,397,71.9,453,82.1,TRUE,"Elementary School"
"2017-2018",37,68395,6040489,"SAN DIEGO","SOUTH BAY UNION","EMORY ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","6",540,321,59.4,368,68.1,534,318,59.6,365,68.4,TRUE,"Elementary School"
"2017-2018",37,68395,6040505,"SAN DIEGO","SOUTH BAY UNION","IMPERIAL BEACH CHARTER","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,1418,"LOCALLY FUNDED",FALSE,"K","8",923,439,47.6,539,58.4,904,429,47.5,528,58.4,TRUE,"Elementary School"
"2017-2018",37,68395,6040513,"SAN DIEGO","SOUTH BAY UNION","NESTOR LANGUAGE ACADEMY CHARTER","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,1252,"LOCALLY FUNDED",FALSE,"K","8",982,411,41.9,595,60.6,969,404,41.7,584,60.3,TRUE,"Elementary School"
"2017-2018",37,68395,6040521,"SAN DIEGO","SOUTH BAY UNION","ONEONTA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","6",522,318,60.9,372,71.3,511,312,61.1,365,71.4,TRUE,"Elementary School"
"2017-2018",37,68395,6040539,"SAN DIEGO","SOUTH BAY UNION","SUNNYSLOPE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","6",531,345,65,375,70.6,526,342,65,372,70.7,TRUE,"Elementary School"
"2017-2018",37,68395,6067029,"SAN DIEGO","SOUTH BAY UNION","GODFREY G. BERRY ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","6",500,345,69,403,80.6,490,338,69,395,80.6,TRUE,"Elementary School"
"2017-2018",37,68395,6094973,"SAN DIEGO","SOUTH BAY UNION","HOWARD PENCE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","6",696,497,71.4,570,81.9,686,491,71.6,563,82.1,TRUE,"Elementary School"
"2017-2018",37,68395,6098487,"SAN DIEGO","SOUTH BAY UNION","GEORGE NICOLOFF ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","6",799,491,61.5,551,69,784,484,61.7,542,69.1,TRUE,"Elementary School"
"2017-2018",37,68395,6116008,"SAN DIEGO","SOUTH BAY UNION","TEOFILO MENDOZA","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,NA,FALSE,"K","6",797,555,69.6,624,78.3,783,545,69.6,614,78.4,TRUE,"Elementary School"
"2017-2018",37,68403,125401,"SAN DIEGO","SPENCER VALLEY ELEMENTARY","INSIGHT @ SAN DIEGO","Elementary School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,1371,"DIRECTLY FUNDED",TRUE,"K","12",207,111,53.6,139,67.1,164,84,51.2,105,64,TRUE,"Elementary School"
"2017-2018",37,68403,6040554,"SAN DIEGO","SPENCER VALLEY ELEMENTARY","SPENCER VALLEY ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","8",40,14,35,17,42.5,38,13,34.2,16,42.1,TRUE,"Elementary School"
"2017-2018",37,68403,6120893,"SAN DIEGO","SPENCER VALLEY ELEMENTARY","CALIFORNIA VIRTUAL ACADEMY @ SAN DIEGO","Elementary School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,493,"DIRECTLY FUNDED",TRUE,"K","12",2107,935,44.4,1131,53.7,2065,916,44.4,1105,53.5,TRUE,"Elementary School"
"2017-2018",37,68411,0,"SAN DIEGO","SWEETWATER UNION HIGH","DISTRICT OFFICE","High School District",NA,NA,NA,NA,NA,NA,NA,"K","Adult",404,232,57.4,248,61.4,277,155,56,167,60.3,TRUE,NA
"2017-2018",37,68411,1,"SAN DIEGO","SWEETWATER UNION HIGH","NONPUBLIC, NONSECTARIAN SCHOOLS","High School District",NA,NA,NA,NA,NA,NA,NA,NA,NA,90,20,22.2,21,23.3,62,18,29,19,30.6,TRUE,NA
"2017-2018",37,68411,111831,"SAN DIEGO","SWEETWATER UNION HIGH","OLYMPIAN HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2495,554,22.2,679,27.2,2442,532,21.8,655,26.8,TRUE,"High School"
"2017-2018",37,68411,115873,"SAN DIEGO","SWEETWATER UNION HIGH","EAST HILLS ACADEMY","High School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL",NA,NA,NA,NA,FALSE,"7","12",80,42,52.5,55,68.8,55,28,50.9,36,65.5,TRUE,"Other"
"2017-2018",37,68411,126086,"SAN DIEGO","SWEETWATER UNION HIGH","HAWKING S.T.E.A.M. CHARTER","High School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,1407,"DIRECTLY FUNDED",FALSE,"K","12",460,268,58.3,332,72.2,449,265,59,328,73.1,TRUE,"Elementary School"
"2017-2018",37,68411,128082,"SAN DIEGO","SWEETWATER UNION HIGH","HAWKING S.T.E.A.M. CHARTER SCHOOL 2","High School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,1524,"DIRECTLY FUNDED",FALSE,"K","6",416,271,65.1,322,77.4,401,261,65.1,310,77.3,TRUE,"Elementary School"
"2017-2018",37,68411,3730124,"SAN DIEGO","SWEETWATER UNION HIGH","SOUTHWEST SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",1898,1238,65.2,1471,77.5,1805,1171,64.9,1398,77.5,TRUE,"High School"
"2017-2018",37,68411,3730405,"SAN DIEGO","SWEETWATER UNION HIGH","BONITA VISTA SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2424,742,30.6,1036,42.7,2346,702,29.9,984,41.9,TRUE,"High School"
"2017-2018",37,68411,3730801,"SAN DIEGO","SWEETWATER UNION HIGH","CASTLE PARK SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",1671,1075,64.3,1301,77.9,1604,1034,64.5,1251,78,TRUE,"High School"
"2017-2018",37,68411,3730843,"SAN DIEGO","SWEETWATER UNION HIGH","EASTLAKE HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",3051,535,17.5,694,22.7,2980,521,17.5,673,22.6,TRUE,"High School"
"2017-2018",37,68411,3731064,"SAN DIEGO","SWEETWATER UNION HIGH","CHULA VISTA SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2420,1461,60.4,1773,73.3,2329,1419,60.9,1722,73.9,TRUE,"High School"
"2017-2018",37,68411,3731155,"SAN DIEGO","SWEETWATER UNION HIGH","OPTIONS SECONDARY","High School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE",NA,NA,NA,NA,FALSE,"7","12",133,80,60.2,99,74.4,128,78,60.9,96,75,TRUE,"Other"
"2017-2018",37,68411,3731304,"SAN DIEGO","SWEETWATER UNION HIGH","MAAC COMMUNITY CHARTER","High School District","High Schools (Public)","TRADITIONAL",NA,NA,303,"DIRECTLY FUNDED",FALSE,"9","12",282,178,63.1,193,68.4,172,121,70.3,132,76.7,TRUE,"High School"
"2017-2018",37,68411,3731460,"SAN DIEGO","SWEETWATER UNION HIGH","ALTA VISTA ACADEMY","High School District","District Community Day Schools","COMMUNITY DAY SCHOOL",NA,NA,NA,NA,FALSE,"7","12",30,25,83.3,25,83.3,26,21,80.8,21,80.8,TRUE,"Other"
"2017-2018",37,68411,3731502,"SAN DIEGO","SWEETWATER UNION HIGH","SAN YSIDRO HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2498,1654,66.2,1966,78.7,2342,1568,67,1861,79.5,TRUE,"High School"
"2017-2018",37,68411,3731627,"SAN DIEGO","SWEETWATER UNION HIGH","OTAY RANCH SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2429,597,24.6,784,32.3,2355,573,24.3,755,32.1,TRUE,"High School"
"2017-2018",37,68411,3732047,"SAN DIEGO","SWEETWATER UNION HIGH","PALOMAR HIGH","High School District","Continuation High Schools","CONTINUATION SCHOOL",NA,NA,NA,NA,FALSE,"7","12",273,181,66.3,193,70.7,157,107,68.2,116,73.9,TRUE,"Other"
"2017-2018",37,68411,3732849,"SAN DIEGO","SWEETWATER UNION HIGH","HILLTOP SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2141,1009,47.1,1238,57.8,2069,976,47.2,1201,58,TRUE,"High School"
"2017-2018",37,68411,3733953,"SAN DIEGO","SWEETWATER UNION HIGH","MAR VISTA SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",1649,883,53.5,1056,64,1581,845,53.4,1011,63.9,TRUE,"High School"
"2017-2018",37,68411,3738226,"SAN DIEGO","SWEETWATER UNION HIGH","SWEETWATER HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2739,1875,68.5,2245,82,2625,1799,68.5,2151,81.9,TRUE,"High School"
"2017-2018",37,68411,3738234,"SAN DIEGO","SWEETWATER UNION HIGH","MONTGOMERY SENIOR HIGH","High School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",1812,1031,56.9,1294,71.4,1749,998,57.1,1250,71.5,TRUE,"High School"
"2017-2018",37,68411,6059745,"SAN DIEGO","SWEETWATER UNION HIGH","BONITA VISTA MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"7","8",1141,385,33.7,554,48.6,1141,385,33.7,554,48.6,TRUE,"Middle School"
"2017-2018",37,68411,6059752,"SAN DIEGO","SWEETWATER UNION HIGH","CASTLE PARK MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"7","8",852,656,77,790,92.7,852,656,77,790,92.7,TRUE,"Middle School"
"2017-2018",37,68411,6059760,"SAN DIEGO","SWEETWATER UNION HIGH","CHULA VISTA MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"7","8",848,596,70.3,712,84,848,596,70.3,712,84,TRUE,"Middle School"
"2017-2018",37,68411,6059778,"SAN DIEGO","SWEETWATER UNION HIGH","GRANGER JUNIOR HIGH","High School District","Junior High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"7","9",978,678,69.3,825,84.4,978,678,69.3,825,84.4,TRUE,"Middle School"
"2017-2018",37,68411,6059786,"SAN DIEGO","SWEETWATER UNION HIGH","MAR VISTA ACADEMY","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"7","8",797,590,74,673,84.4,797,590,74,673,84.4,TRUE,"Middle School"
"2017-2018",37,68411,6059794,"SAN DIEGO","SWEETWATER UNION HIGH","NATIONAL CITY MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"7","8",787,626,79.5,738,93.8,787,626,79.5,738,93.8,TRUE,"Middle School"
"2017-2018",37,68411,6062004,"SAN DIEGO","SWEETWATER UNION HIGH","HILLTOP MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"7","8",1005,623,62,751,74.7,1005,623,62,751,74.7,TRUE,"Middle School"
"2017-2018",37,68411,6062012,"SAN DIEGO","SWEETWATER UNION HIGH","SOUTHWEST MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"7","8",650,501,77.1,595,91.5,650,501,77.1,595,91.5,TRUE,"Middle School"
"2017-2018",37,68411,6070890,"SAN DIEGO","SWEETWATER UNION HIGH","MONTGOMERY MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"7","8",854,586,68.6,735,86.1,854,586,68.6,735,86.1,TRUE,"Middle School"
"2017-2018",37,68411,6114276,"SAN DIEGO","SWEETWATER UNION HIGH","RANCHO DEL REY MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"7","8",1708,375,22,505,29.6,1708,375,22,505,29.6,TRUE,"Middle School"
"2017-2018",37,68411,6117154,"SAN DIEGO","SWEETWATER UNION HIGH","SWEETWATER COMMUNITY DAY","High School District","District Community Day Schools","COMMUNITY DAY SCHOOL",NA,NA,NA,NA,FALSE,"7","9",20,14,70,15,75,20,14,70,15,75,TRUE,"Other"
"2017-2018",37,68411,6120968,"SAN DIEGO","SWEETWATER UNION HIGH","EASTLAKE MIDDLE","High School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"7","8",1702,344,20.2,429,25.2,1702,344,20.2,429,25.2,TRUE,"Middle School"
"2017-2018",37,68437,128470,"SAN DIEGO","VALLECITOS ELEMENTARY","TAYLION SAN DIEGO ACADEMY","Elementary School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,1559,"DIRECTLY FUNDED",TRUE,"K","12",153,81,52.9,97,63.4,133,65,48.9,81,60.9,TRUE,"Elementary School"
"2017-2018",37,68437,6040562,"SAN DIEGO","VALLECITOS ELEMENTARY","VALLECITOS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","8",216,179,82.9,192,88.9,205,172,83.9,183,89.3,TRUE,"Elementary School"
"2017-2018",37,68452,1,"SAN DIEGO","VISTA UNIFIED","NONPUBLIC, NONSECTARIAN SCHOOLS","Unified School District",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,11.1,2,11.1,13,1,7.7,1,7.7,TRUE,NA
"2017-2018",37,68452,100925,"SAN DIEGO","VISTA UNIFIED","TEMPLE HEIGHTS ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",678,345,50.9,440,64.9,662,335,50.6,427,64.5,TRUE,"Elementary School"
"2017-2018",37,68452,100933,"SAN DIEGO","VISTA UNIFIED","HANNALEI ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",614,459,74.8,516,84,597,445,74.5,501,83.9,TRUE,"Elementary School"
"2017-2018",37,68452,105882,"SAN DIEGO","VISTA UNIFIED","FOOTHILL OAK ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",644,546,84.8,606,94.1,630,538,85.4,595,94.4,TRUE,"Elementary School"
"2017-2018",37,68452,106120,"SAN DIEGO","VISTA UNIFIED","SIATECH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,627,"DIRECTLY FUNDED",TRUE,"11","12",1069,1003,93.8,1026,96,264,244,92.4,250,94.7,TRUE,"High School"
"2017-2018",37,68452,111237,"SAN DIEGO","VISTA UNIFIED","MARYLAND ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",555,476,85.8,519,93.5,541,465,86,506,93.5,TRUE,"Elementary School"
"2017-2018",37,68452,114264,"SAN DIEGO","VISTA UNIFIED","NORTH COUNTY TRADE TECH HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,884,"DIRECTLY FUNDED",TRUE,"9","12",169,72,42.6,80,47.3,156,69,44.2,77,49.4,TRUE,"High School"
"2017-2018",37,68452,114637,"SAN DIEGO","VISTA UNIFIED","VISTA MAGNET MIDDLE SCHOOL OF TECHNOLOGY, SCIENCE, AND MATH","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",852,486,57,546,64.1,852,486,57,546,64.1,TRUE,"Middle School"
"2017-2018",37,68452,115451,"SAN DIEGO","VISTA UNIFIED","MAJOR GENERAL RAYMOND MURRAY HIGH","Unified School District","Continuation High Schools","CONTINUATION SCHOOL",NA,NA,NA,NA,FALSE,"10","12",178,133,74.7,142,79.8,157,118,75.2,124,79,TRUE,"Other"
"2017-2018",37,68452,118430,"SAN DIEGO","VISTA UNIFIED","MISSION VISTA HIGH","Unified School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE",NA,NA,NA,NA,FALSE,"9","12",1677,363,21.6,458,27.3,1644,355,21.6,448,27.3,TRUE,"Other"
"2017-2018",37,68452,124917,"SAN DIEGO","VISTA UNIFIED","GUAJOME LEARNING CENTER","Unified School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,1351,"DIRECTLY FUNDED",TRUE,"K","12",81,53,65.4,56,69.1,80,53,66.3,56,70,TRUE,"Elementary School"
"2017-2018",37,68452,126300,"SAN DIEGO","VISTA UNIFIED","VISTA VISIONS ACADEMY","Unified School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE",NA,NA,NA,NA,FALSE,"K","12",21,13,61.9,13,61.9,20,13,65,13,65,TRUE,"Other"
"2017-2018",37,68452,128223,"SAN DIEGO","VISTA UNIFIED","BELLA MENTE MONTESSORI ACADEMY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,1515,"DIRECTLY FUNDED",TRUE,"K","8",628,193,30.7,226,36,612,190,31,222,36.3,TRUE,"Elementary School"
"2017-2018",37,68452,3730207,"SAN DIEGO","VISTA UNIFIED","VISTA ADULT TRANSITION CENTER","Unified School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL",NA,NA,NA,NA,FALSE,"Adult","Adult",112,42,37.5,52,46.4,14,6,42.9,7,50,TRUE,"Other"
"2017-2018",37,68452,3730728,"SAN DIEGO","VISTA UNIFIED","RANCHO BUENA VISTA HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2168,1133,52.3,1289,59.5,2121,1108,52.2,1261,59.5,TRUE,"High School"
"2017-2018",37,68452,3730942,"SAN DIEGO","VISTA UNIFIED","GUAJOME PARK ACADEMY CHARTER","Unified School District","K-12 Schools (Public)","TRADITIONAL",NA,NA,50,"DIRECTLY FUNDED",TRUE,"K","12",1360,673,49.5,832,61.2,1352,670,49.6,828,61.2,TRUE,"Elementary School"
"2017-2018",37,68452,3732039,"SAN DIEGO","VISTA UNIFIED","ALTA VISTA HIGH (CONTINUATION)","Unified School District","Continuation High Schools","CONTINUATION SCHOOL",NA,NA,NA,NA,FALSE,"9","12",139,106,76.3,114,82,94,73,77.7,78,83,TRUE,"Other"
"2017-2018",37,68452,3738705,"SAN DIEGO","VISTA UNIFIED","VISTA HIGH","Unified School District","High Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"9","12",2515,1508,60,1709,68,2451,1466,59.8,1665,67.9,TRUE,"High School"
"2017-2018",37,68452,6040588,"SAN DIEGO","VISTA UNIFIED","BEAUMONT ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",549,412,75,464,84.5,536,402,75,454,84.7,TRUE,"Elementary School"
"2017-2018",37,68452,6040596,"SAN DIEGO","VISTA UNIFIED","BOBIER ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",645,556,86.2,609,94.4,629,545,86.6,594,94.4,TRUE,"Elementary School"
"2017-2018",37,68452,6040604,"SAN DIEGO","VISTA UNIFIED","CALIFORNIA AVENUE ELEMENTARY","Unified School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL",NA,NA,NA,NA,FALSE,"K","8",26,8,30.8,10,38.5,26,8,30.8,10,38.5,TRUE,"Other"
"2017-2018",37,68452,6040620,"SAN DIEGO","VISTA UNIFIED","GRAPEVINE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",652,511,78.4,559,85.7,640,500,78.1,548,85.6,TRUE,"Elementary School"
"2017-2018",37,68452,6040638,"SAN DIEGO","VISTA UNIFIED","MONTE VISTA ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",527,293,55.6,343,65.1,516,290,56.2,338,65.5,TRUE,"Elementary School"
"2017-2018",37,68452,6040646,"SAN DIEGO","VISTA UNIFIED","OLIVE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",348,283,81.3,312,89.7,348,283,81.3,312,89.7,TRUE,"Elementary School"
"2017-2018",37,68452,6040653,"SAN DIEGO","VISTA UNIFIED","VISTA ACADEMY OF VISUAL AND PERFORMING ARTS","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",608,457,75.2,498,81.9,608,457,75.2,498,81.9,TRUE,"Elementary School"
"2017-2018",37,68452,6059802,"SAN DIEGO","VISTA UNIFIED","RANCHO MINERVA MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",803,658,81.9,718,89.4,803,658,81.9,718,89.4,TRUE,"Middle School"
"2017-2018",37,68452,6059810,"SAN DIEGO","VISTA UNIFIED","VISTA INNOVATION AND DESIGN ACADEMY","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"6","8",751,255,34,298,39.7,751,255,34,298,39.7,TRUE,"Middle School"
"2017-2018",37,68452,6069124,"SAN DIEGO","VISTA UNIFIED","CASITA CENTER FOR SCIENCE/MATH/TECHNOLOGY","Unified School District","Elementary Schools (Public)","TRADITIONAL",NA,NA,NA,NA,FALSE,"K","5",588,255,43.4,297,50.5,588,255,43.4,297,50.5,TRUE,"Elementary School"
