"academicyear","countycode","districtcode","schoolcode","countyname","districname","schoolname","districttype","schooltype","educationaloptiontype","nslpstatus","ischarterschool","charterschoolnumber","charterfundingtype","isirc","lowgrade","highgrade","enrollment_k-12","freemealcount_k-12","percenteligiblefree_k-12","frpmcount_k-12","percenteligiblefrpm_k-12","enrollment_5-17","freemealcount_5-17","percenteligiblefree_5-17","frpmcount_5-17","percenteligiblefrpm_5-17","iscalpadscertified","schooltypegroup"
"2014-2015",37,68114,6109524,"SAN DIEGO","FALLBROOK UNION ELEMENTARY","LIVE OAK ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",723,389,53.8,464,64.2,712,382,53.7,457,64.2,TRUE,"Elementary School"
"2014-2015",37,68114,6116420,"SAN DIEGO","FALLBROOK UNION ELEMENTARY","WILLIAM H. FRAZIER ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",649,377,58.1,440,67.8,633,365,57.7,428,67.6,TRUE,"Elementary School"
"2014-2015",37,68122,3730967,"SAN DIEGO","FALLBROOK UNION HIGH","OASIS HIGH (ALTERNATIVE)","High School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE","",FALSE,NA,"",FALSE,"9","12",113,17,15,20,17.7,100,15,15,18,18,TRUE,"Other"
"2014-2015",37,68122,3732179,"SAN DIEGO","FALLBROOK UNION HIGH","FALLBROOK HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",2183,1062,48.6,1246,57.1,2032,969,47.7,1145,56.3,TRUE,"High School"
"2014-2015",37,68122,3732195,"SAN DIEGO","FALLBROOK UNION HIGH","IVY HIGH (CONTINUATION)","High School District","Continuation High Schools","CONTINUATION SCHOOL","",FALSE,NA,"",FALSE,"9","12",143,92,64.3,103,72,113,72,63.7,80,70.8,TRUE,"Other"
"2014-2015",37,68130,1,"SAN DIEGO","GROSSMONT UNION HIGH","NONPUBLIC, NONSECTARIAN SCHOOLS","High School District",NA,NA,"",NA,NA,NA,NA,"","",83,4,4.8,19,22.9,36,3,8.3,7,19.4,TRUE,NA
"2014-2015",37,68130,128793,"SAN DIEGO","GROSSMONT UNION HIGH","MERIT ACADEMY","High School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL","",FALSE,NA,"",FALSE,"9","12",65,33,50.8,43,66.2,59,30,50.8,38,64.4,TRUE,"Other"
"2014-2015",37,68130,128819,"SAN DIEGO","GROSSMONT UNION HIGH","REACH ACADEMY","High School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL","",FALSE,NA,"",FALSE,"9","12",32,18,56.3,25,78.1,29,17,58.6,22,75.9,TRUE,"Other"
"2014-2015",37,68130,3730066,"SAN DIEGO","GROSSMONT UNION HIGH","VALHALLA HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",2129,562,26.4,921,43.3,2047,548,26.8,886,43.3,TRUE,"High School"
"2014-2015",37,68130,3730702,"SAN DIEGO","GROSSMONT UNION HIGH","WEST HILLS HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",1958,283,14.5,611,31.2,1897,274,14.4,586,30.9,TRUE,"High School"
"2014-2015",37,68130,3731262,"SAN DIEGO","GROSSMONT UNION HIGH","STEELE CANYON HIGH","High School District","High Schools (Public)","TRADITIONAL","",TRUE,893,"DIRECTLY FUNDED",TRUE,"9","12",2195,378,17.2,510,23.2,2152,369,17.1,500,23.2,TRUE,"High School"
"2014-2015",37,68130,3731486,"SAN DIEGO","GROSSMONT UNION HIGH","ELITE ACADEMY","High School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL","",FALSE,NA,"",FALSE,"9","12",46,21,45.7,26,56.5,24,12,50,13,54.2,TRUE,"Other"
"2014-2015",37,68130,3731536,"SAN DIEGO","GROSSMONT UNION HIGH","GROSSMONT MIDDLE COLLEGE HIGH","High School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE","",FALSE,NA,"",FALSE,"11","12",79,13,16.5,20,25.3,78,13,16.7,20,25.6,TRUE,"Other"
"2014-2015",37,68130,3731692,"SAN DIEGO","GROSSMONT UNION HIGH","EL CAJON VALLEY HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",1720,1215,70.6,1500,87.2,1620,1160,71.6,1418,87.5,TRUE,"High School"
"2014-2015",37,68130,3731809,"SAN DIEGO","GROSSMONT UNION HIGH","EL CAPITAN HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",1649,421,25.5,766,46.5,1579,395,25,718,45.5,TRUE,"High School"
"2014-2015",37,68130,3732336,"SAN DIEGO","GROSSMONT UNION HIGH","GRANITE HILLS HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",2478,619,25,1152,46.5,2365,585,24.7,1092,46.2,TRUE,"High School"
"2014-2015",37,68130,3732559,"SAN DIEGO","GROSSMONT UNION HIGH","CHAPARRAL HIGH","High School District","Continuation High Schools","CONTINUATION SCHOOL","",FALSE,NA,"",FALSE,"9","12",298,156,52.3,226,75.8,252,132,52.4,190,75.4,TRUE,"Other"
"2014-2015",37,68130,3732625,"SAN DIEGO","GROSSMONT UNION HIGH","GROSSMONT HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",2394,731,30.5,1236,51.6,2274,680,29.9,1160,51,TRUE,"High School"
"2014-2015",37,68130,3732732,"SAN DIEGO","GROSSMONT UNION HIGH","HELIX HIGH","High School District","High Schools (Public)","TRADITIONAL","",TRUE,150,"DIRECTLY FUNDED",TRUE,"9","12",2445,1169,47.8,1494,61.1,2363,1123,47.5,1436,60.8,TRUE,"High School"
"2014-2015",37,68130,3734548,"SAN DIEGO","GROSSMONT UNION HIGH","MONTE VISTA HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",1657,821,49.5,1243,75,1525,758,49.7,1139,74.7,TRUE,"High School"
"2014-2015",37,68130,3734761,"SAN DIEGO","GROSSMONT UNION HIGH","MOUNT MIGUEL HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",1483,805,54.3,1161,78.3,1408,776,55.1,1104,78.4,TRUE,"High School"
"2014-2015",37,68130,3737905,"SAN DIEGO","GROSSMONT UNION HIGH","SANTANA HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",1509,279,18.5,536,35.5,1421,262,18.4,495,34.8,TRUE,"High School"
"2014-2015",37,68155,6038319,"SAN DIEGO","JAMUL-DULZURA UNION ELEMENTARY","JAMUL PRIMARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","3",223,96,43,120,53.8,211,89,42.2,111,52.6,TRUE,"Elementary School"
"2014-2015",37,68155,6097182,"SAN DIEGO","JAMUL-DULZURA UNION ELEMENTARY","OAK GROVE MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"6","8",216,52,24.1,66,30.6,216,52,24.1,66,30.6,TRUE,"Middle School"
"2014-2015",37,68155,6112205,"SAN DIEGO","JAMUL-DULZURA UNION ELEMENTARY","JAMUL INTERMEDIATE","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"4","5",133,51,38.3,63,47.4,133,51,38.3,63,47.4,TRUE,"Elementary School"
"2014-2015",37,68155,6117303,"SAN DIEGO","JAMUL-DULZURA UNION ELEMENTARY","GREATER SAN DIEGO ACADEMY","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",TRUE,261,"DIRECTLY FUNDED",TRUE,"K","12",373,92,24.7,169,45.3,370,92,24.9,168,45.4,TRUE,"Elementary School"
"2014-2015",37,68163,124271,"SAN DIEGO","JULIAN UNION ELEMENTARY","DIEGO VALLEY CHARTER","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",TRUE,1321,"DIRECTLY FUNDED",TRUE,"K","12",773,555,71.8,619,80.1,327,236,72.2,268,82,TRUE,"Elementary School"
"2014-2015",37,68163,128421,"SAN DIEGO","JULIAN UNION ELEMENTARY","HARBOR SPRINGS CHARTER","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",TRUE,1589,"DIRECTLY FUNDED",TRUE,"K","12",465,184,39.6,226,48.6,449,180,40.1,220,49,TRUE,"Elementary School"
"2014-2015",37,68163,130815,"SAN DIEGO","JULIAN UNION ELEMENTARY","BEACON CLASSICAL ACADEMY ELEMENTARY CHARTER","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",TRUE,1678,"DIRECTLY FUNDED",TRUE,"K","8",128,68,53.1,90,70.3,123,66,53.7,86,69.9,TRUE,"Elementary School"
"2014-2015",37,68163,3731239,"SAN DIEGO","JULIAN UNION ELEMENTARY","JULIAN CHARTER","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",TRUE,267,"DIRECTLY FUNDED",TRUE,"K","12",2467,638,25.9,892,36.2,2424,620,25.6,871,35.9,TRUE,"Elementary School"
"2014-2015",37,68163,6038327,"SAN DIEGO","JULIAN UNION ELEMENTARY","JULIAN ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",200,110,55,120,60,199,110,55.3,119,59.8,TRUE,"Elementary School"
"2014-2015",37,68163,6105845,"SAN DIEGO","JULIAN UNION ELEMENTARY","JULIAN JUNIOR HIGH","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"6","8",109,49,45,57,52.3,109,49,45,57,52.3,TRUE,"Middle School"
"2014-2015",37,68171,1,"SAN DIEGO","JULIAN UNION HIGH","NONPUBLIC, NONSECTARIAN SCHOOLS","High School District",NA,NA,"",NA,NA,NA,NA,"","",1,0,0,0,0,0,0,0,0,0,TRUE,NA
"2014-2015",37,68171,3730835,"SAN DIEGO","JULIAN UNION HIGH","REDDING (RAY) HIGH (CONTINUATION)","High School District","Continuation High Schools","CONTINUATION SCHOOL","",FALSE,NA,"",FALSE,"9","12",3,3,100,3,100,3,3,100,3,100,TRUE,"Other"
"2014-2015",37,68171,3733219,"SAN DIEGO","JULIAN UNION HIGH","JULIAN HIGH","High School District","High Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"9","12",153,56,36.6,68,44.4,148,54,36.5,66,44.6,TRUE,"High School"
"2014-2015",37,68189,1,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","NONPUBLIC, NONSECTARIAN SCHOOLS","Elementary School District",NA,NA,"",NA,NA,NA,NA,"","",2,0,0,0,0,2,0,0,0,0,TRUE,NA
"2014-2015",37,68189,118323,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","NATIONAL UNIVERSITY ACADEMY","Elementary School District","High Schools (Public)","TRADITIONAL","",TRUE,991,"DIRECTLY FUNDED",TRUE,"K","12",762,267,35,355,46.6,716,237,33.1,322,45,TRUE,"High School"
"2014-2015",37,68189,129288,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","EUCALYPTUS HILLS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"P","K",109,34,31.2,47,43.1,38,15,39.5,15,39.5,TRUE,"Elementary School"
"2014-2015",37,68189,3731072,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","RIVER VALLEY CHARTER","Elementary School District","High Schools (Public)","TRADITIONAL","",TRUE,120,"DIRECTLY FUNDED",FALSE,"7","12",274,9,3.3,12,4.4,268,9,3.4,12,4.5,TRUE,"High School"
"2014-2015",37,68189,6038343,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","LAKESIDE FARMS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",666,187,28.1,277,41.6,666,187,28.1,277,41.6,TRUE,"Elementary School"
"2014-2015",37,68189,6038350,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","LAKESIDE MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"6","8",816,255,31.3,347,42.5,816,255,31.3,347,42.5,TRUE,"Middle School"
"2014-2015",37,68189,6038368,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","LAKEVIEW ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",706,203,28.8,271,38.4,706,203,28.8,271,38.4,TRUE,"Elementary School"
"2014-2015",37,68189,6038376,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","LINDO PARK ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",FALSE,NA,"",FALSE,"K","5",566,385,68,469,82.9,565,384,68,468,82.8,TRUE,"Elementary School"
"2014-2015",37,68189,6038384,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","RIVERVIEW ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"1","5",577,96,16.6,134,23.2,577,96,16.6,134,23.2,TRUE,"Elementary School"
"2014-2015",37,68189,6038392,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","WINTER GARDENS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","1",368,46,12.5,67,18.2,368,46,12.5,67,18.2,TRUE,"Elementary School"
"2014-2015",37,68189,6085047,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","TIERRA DEL SOL MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"6","8",595,230,38.7,285,47.9,595,230,38.7,285,47.9,TRUE,"Middle School"
"2014-2015",37,68189,6110092,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","LEMON CREST ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","5",589,295,50.1,367,62.3,587,295,50.3,367,62.5,TRUE,"Elementary School"
"2014-2015",37,68189,6120901,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","BARONA INDIAN CHARTER","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",TRUE,469,"DIRECTLY FUNDED",FALSE,"K","8",105,19,18.1,38,36.2,104,19,18.3,38,36.5,TRUE,"Elementary School"
"2014-2015",37,68197,1,"SAN DIEGO","LA MESA-SPRING VALLEY","NONPUBLIC, NONSECTARIAN SCHOOLS","Elementary School District",NA,NA,"",NA,NA,NA,NA,"","",15,2,13.3,3,20,15,2,13.3,3,20,TRUE,NA
"2014-2015",37,68197,115543,"SAN DIEGO","LA MESA-SPRING VALLEY","QUEST ACADEMY","Elementary School District","District Community Day Schools","COMMUNITY DAY SCHOOL","",FALSE,NA,"",FALSE,"6","8",21,15,71.4,18,85.7,21,15,71.4,18,85.7,TRUE,"Other"
"2014-2015",37,68197,6038400,"SAN DIEGO","LA MESA-SPRING VALLEY","AVONDALE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",540,373,69.1,454,84.1,520,360,69.2,438,84.2,TRUE,"Elementary School"
"2014-2015",37,68197,6038418,"SAN DIEGO","LA MESA-SPRING VALLEY","BANCROFT ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",652,509,78.1,590,90.5,652,509,78.1,590,90.5,TRUE,"Elementary School"
"2014-2015",37,68197,6038434,"SAN DIEGO","LA MESA-SPRING VALLEY","CASA DE ORO ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",397,254,64,306,77.1,380,248,65.3,297,78.2,TRUE,"Elementary School"
"2014-2015",37,68197,6038442,"SAN DIEGO","LA MESA-SPRING VALLEY","FLETCHER HILLS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",684,103,15.1,150,21.9,668,102,15.3,148,22.2,TRUE,"Elementary School"
"2014-2015",37,68197,6038459,"SAN DIEGO","LA MESA-SPRING VALLEY","HIGHLANDS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",512,294,57.4,383,74.8,497,291,58.6,376,75.7,TRUE,"Elementary School"
"2014-2015",37,68197,6038467,"SAN DIEGO","LA MESA-SPRING VALLEY","KEMPTON STREET ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",613,502,81.9,590,96.2,613,502,81.9,590,96.2,TRUE,"Elementary School"
"2014-2015",37,68197,6038475,"SAN DIEGO","LA MESA-SPRING VALLEY","LA MESA DALE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",468,254,54.3,347,74.1,448,246,54.9,338,75.4,TRUE,"Elementary School"
"2014-2015",37,68197,6038491,"SAN DIEGO","LA MESA-SPRING VALLEY","LA MESA MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"7","8",950,331,34.8,460,48.4,950,331,34.8,460,48.4,TRUE,"Middle School"
"2014-2015",37,68197,6038509,"SAN DIEGO","LA MESA-SPRING VALLEY","LA PRESA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",456,323,70.8,394,86.4,431,305,70.8,375,87,TRUE,"Elementary School"
"2014-2015",37,68197,6038517,"SAN DIEGO","LA MESA-SPRING VALLEY","LEMON AVENUE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",656,161,24.5,220,33.5,639,158,24.7,215,33.6,TRUE,"Elementary School"
"2014-2015",37,68197,6038525,"SAN DIEGO","LA MESA-SPRING VALLEY","MARYLAND AVENUE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",410,153,37.3,193,47.1,393,149,37.9,189,48.1,TRUE,"Elementary School"
"2014-2015",37,68197,6038533,"SAN DIEGO","LA MESA-SPRING VALLEY","MURRAY MANOR ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","8",786,182,23.2,235,29.9,786,182,23.2,235,29.9,TRUE,"Elementary School"
"2014-2015",37,68197,6038541,"SAN DIEGO","LA MESA-SPRING VALLEY","NORTHMONT ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",487,160,32.9,220,45.2,487,160,32.9,220,45.2,TRUE,"Elementary School"
"2014-2015",37,68197,6038558,"SAN DIEGO","LA MESA-SPRING VALLEY","PARKWAY MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"7","8",737,217,29.4,288,39.1,737,217,29.4,288,39.1,TRUE,"Middle School"
"2014-2015",37,68197,6038566,"SAN DIEGO","LA MESA-SPRING VALLEY","RANCHO ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",429,242,56.4,324,75.5,429,242,56.4,324,75.5,TRUE,"Elementary School"
"2014-2015",37,68197,6038574,"SAN DIEGO","LA MESA-SPRING VALLEY","ROLANDO ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",561,226,40.3,285,50.8,561,226,40.3,285,50.8,TRUE,"Elementary School"
"2014-2015",37,68197,6038590,"SAN DIEGO","LA MESA-SPRING VALLEY","SPRING VALLEY MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"7","8",506,290,57.3,370,73.1,506,290,57.3,370,73.1,TRUE,"Middle School"
"2014-2015",37,68197,6067003,"SAN DIEGO","LA MESA-SPRING VALLEY","LA PRESA MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"7","8",530,372,70.2,450,84.9,530,372,70.2,450,84.9,TRUE,"Middle School"
"2014-2015",37,68197,6070833,"SAN DIEGO","LA MESA-SPRING VALLEY","MURDOCK ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",730,162,22.2,214,29.3,730,162,22.2,214,29.3,TRUE,"Elementary School"
"2014-2015",37,68197,6098446,"SAN DIEGO","LA MESA-SPRING VALLEY","LOMA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",432,237,54.9,288,66.7,432,237,54.9,288,66.7,TRUE,"Elementary School"
"2014-2015",37,68197,6111207,"SAN DIEGO","LA MESA-SPRING VALLEY","SWEETWATER SPRINGS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"K","6",572,277,48.4,349,61,572,277,48.4,349,61,TRUE,"Elementary School"
"2014-2015",37,68205,6038608,"SAN DIEGO","LEMON GROVE","LEMON GROVE ACADEMY FOR THE SCIENCES AND HUMANITIES","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Breakfast Provision 2",FALSE,NA,"",FALSE,"P","8",1244,768,61.7,967,77.7,1244,768,61.7,967,77.7,TRUE,"Elementary School"
"2014-2015",37,68205,6038624,"SAN DIEGO","LEMON GROVE","MONTEREY HEIGHTS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Breakfast Provision 2",FALSE,NA,"",FALSE,"P","6",464,269,58,349,75.2,448,263,58.7,338,75.4,TRUE,"Elementary School"
"2014-2015",37,68205,6038632,"SAN DIEGO","LEMON GROVE","MT. VERNON ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Breakfast Provision 2",FALSE,NA,"",FALSE,"P","7",558,329,59,423,75.8,558,329,59,423,75.8,TRUE,"Elementary School"
"2014-2015",37,68205,6038657,"SAN DIEGO","LEMON GROVE","SAN ALTOS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Breakfast Provision 2",FALSE,NA,"",FALSE,"P","6",428,242,56.5,302,70.6,410,233,56.8,292,71.2,TRUE,"Elementary School"
"2014-2015",37,68205,6038665,"SAN DIEGO","LEMON GROVE","SAN MIGUEL ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Breakfast Provision 2",FALSE,NA,"",FALSE,"P","6",569,364,64,446,78.4,569,364,64,446,78.4,TRUE,"Elementary School"
"2014-2015",37,68205,6038673,"SAN DIEGO","LEMON GROVE","VISTA LA MESA ACADEMY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Breakfast Provision 2",FALSE,NA,"",FALSE,"P","8",659,334,50.7,487,73.9,646,330,51.1,481,74.5,TRUE,"Elementary School"
"2014-2015",37,68213,1,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","NONPUBLIC, NONSECTARIAN SCHOOLS","Unified School District",NA,NA,"",NA,NA,NA,NA,"","",4,0,0,0,0,0,0,0,0,0,TRUE,NA
"2014-2015",37,68213,119560,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","SAN DIEGO NEIGHBORHOOD HOMESCHOOLS","Unified School District","K-12 Schools (Public)","TRADITIONAL","",TRUE,1077,"DIRECTLY FUNDED",TRUE,"K","12",102,38,37.3,59,57.8,100,36,36,57,57,TRUE,"Elementary School"
"2014-2015",37,68213,121582,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","COLLEGE PREPARATORY MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",TRUE,1177,"DIRECTLY FUNDED",TRUE,"5","8",230,41,17.8,70,30.4,230,41,17.8,70,30.4,TRUE,"Middle School"
"2014-2015",37,68213,123224,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","SAN DIEGO VIRTUAL","Unified School District","K-12 Schools (Public)","TRADITIONAL","",TRUE,1264,"LOCALLY FUNDED",TRUE,"K","12",288,147,51,167,58,250,131,52.4,147,58.8,TRUE,"Elementary School"
"2014-2015",37,68213,123240,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","PIVOT CHARTER SCHOOL - SAN DIEGO","Unified School District","High Schools (Public)","TRADITIONAL","",TRUE,1266,"DIRECTLY FUNDED",TRUE,"6","12",105,18,17.1,22,21,94,15,16,19,20.2,TRUE,"High School"
"2014-2015",37,68213,126995,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","JACUMBA MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"6","8",61,35,57.4,40,65.6,61,35,57.4,40,65.6,TRUE,"Middle School"
"2014-2015",37,68213,127001,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","PINE VALLEY MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",FALSE,NA,"",FALSE,"6","8",61,26,42.6,33,54.1,61,26,42.6,33,54.1,TRUE,"Middle School"
"2014-2015",37,68213,127035,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","ACADEMY OF ARTS AND SCIENCES: EL CAJON ELEMENTARY (K-5)","Unified School District","Elementary Schools (Public)","TRADITIONAL","",TRUE,1451,"DIRECTLY FUNDED",TRUE,"K","5",484,56,11.6,93,19.2,475,56,11.8,91,19.2,TRUE,"Elementary School"
"2014-2015",37,68213,127050,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","ACADEMY OF ARTS AND SCIENCES: EL CAJON MIDDLE AND HIGH (6-12)","Unified School District","K-12 Schools (Public)","TRADITIONAL","",TRUE,1453,"DIRECTLY FUNDED",TRUE,"6","12",517,131,25.3,167,32.3,469,118,25.2,152,32.4,TRUE,"Elementary School"
"2014-2015",37,68213,127068,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","ACADEMY OF ARTS AND SCIENCES: DEL MAR ELEMENTARY (K-5)","Unified School District","Elementary Schools (Public)","TRADITIONAL","",TRUE,1452,"DIRECTLY FUNDED",TRUE,"K","5",163,50,30.7,72,44.2,161,50,31.1,72,44.7,TRUE,"Elementary School"
"2014-2015",37,68213,127084,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","ACADEMY OF ARTS AND SCIENCES: DEL MAR MIDDLE & HIGH (6-12)","Unified School District","K-12 Schools (Public)","TRADITIONAL","",TRUE,1454,"DIRECTLY FUNDED",TRUE,"6","12",172,45,26.2,59,34.3,160,45,28.1,58,36.3,TRUE,"Elementary School"
"2014-2015",37,68213,129668,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","COUNTY COLLABORATIVE CHARTER","Unified School District","K-12 Schools (Public)","TRADITIONAL","",TRUE,1628,"DIRECTLY FUNDED",TRUE,"K","12",201,109,54.2,126,62.7,199,108,54.3,124,62.3,TRUE,"Elementary School"
"2014-2015",37,68213,3730934,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","CAMPO HIGH (CONTINUATION)","Unified School District","Continuation High Schools","CONTINUATION SCHOOL","",FALSE,NA,"",FALSE,"9","12",20,9,45,10,50,16,8,50,9,56.3,TRUE,"Other"
"2014-2015",37,68213,3730991,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","HILLSIDE JUNIOR/SENIOR HIGH","Unified School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE","",FALSE,NA,"",FALSE,"7","12",15,9,60,10,66.7,9,5,55.6,6,66.7,TRUE,"Other"
