County Name,ClaimDate,ProgramCode,ProgramGroupYear,Name,MealGroupCode,DaysServedQty,,,,,MlsServedFree,MlsServedRedc,MlsServedPaid,MlsServedTotal,avg
SAN DIEGO,Jun 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_AM,26,,,,,44505,0,0,44505,
SAN DIEGO,Jun 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_AM,,,,,,0,396,1798,2194,
SAN DIEGO,Mar 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_AM,31,,,,,42004,0,0,42004,
SAN DIEGO,Mar 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_AM,,,,,,0,435,1620,2055,
SAN DIEGO,May 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_AM,26,,,,,40777,0,0,40777,
SAN DIEGO,May 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_AM,,,,,,0,395,1576,1971,
SAN DIEGO,Nov 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_AM,28,,,,,33866,0,0,33866,
SAN DIEGO,Nov 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_AM,,,,,,0,449,1409,1858,
SAN DIEGO,Oct 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_AM,31,,,,,36854,0,0,36854,
SAN DIEGO,Oct 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_AM,,,,,,0,431,1609,2040,
SAN DIEGO,Apr 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,25,,,,,12517,0,0,12517,
SAN DIEGO,Apr 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,,,,,,0,0,11,11,
SAN DIEGO,Aug 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,27,,,,,11937,0,0,11937,
SAN DIEGO,Dec 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,30,,,,,10517,0,0,10517,
SAN DIEGO,Dec 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,,,,,,0,0,1,1,
SAN DIEGO,Feb 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,27,,,,,11216,0,0,11216,
SAN DIEGO,Feb 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,,,,,,0,0,6,6,
SAN DIEGO,Jan 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,29,,,,,11066,0,0,11066,
SAN DIEGO,Jan 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,,,,,,0,0,9,9,
SAN DIEGO,Jul 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,25,,,,,9381,0,0,9381,
SAN DIEGO,Jun 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,26,,,,,10490,0,0,10490,
SAN DIEGO,Mar 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,31,,,,,12526,0,0,12526,
SAN DIEGO,Mar 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,,,,,,0,0,20,20,
SAN DIEGO,May 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,26,,,,,13670,0,0,13670,
SAN DIEGO,Nov 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,28,,,,,11062,0,0,11062,
SAN DIEGO,Nov 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,,,,,,0,0,12,12,
SAN DIEGO,Oct 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,31,,,,,12635,0,0,12635,
SAN DIEGO,Oct 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_NT,,,,,,0,0,59,59,
SAN DIEGO,Apr 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,25,,,,,71771,0,0,71771,
SAN DIEGO,Apr 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,,,,,,0,778,2083,2861,
SAN DIEGO,Aug 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,27,,,,,76074,0,0,76074,
SAN DIEGO,Aug 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,,,,,,0,431,2829,3260,
SAN DIEGO,Dec 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,30,,,,,61520,0,0,61520,
SAN DIEGO,Dec 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,,,,,,0,696,1752,2448,
SAN DIEGO,Feb 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,27,,,,,61682,0,0,61682,
SAN DIEGO,Feb 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,,,,,,0,740,1798,2538,
SAN DIEGO,Jan 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,29,,,,,67149,0,0,67149,
SAN DIEGO,Jan 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,,,,,,0,845,2047,2892,
SAN DIEGO,Jul 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,25,,,,,70106,0,0,70106,
SAN DIEGO,Jul 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,,,,,,0,274,2372,2646,
SAN DIEGO,Jun 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,26,,,,,71654,0,0,71654,
SAN DIEGO,Jun 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,,,,,,0,710,1832,2542,
SAN DIEGO,Mar 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,31,,,,,74523,0,0,74523,
SAN DIEGO,Mar 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,,,,,,0,825,2079,2904,
SAN DIEGO,May 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,26,,,,,75051,0,0,75051,
SAN DIEGO,May 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,,,,,,0,781,2026,2807,
SAN DIEGO,Nov 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,28,,,,,61215,0,0,61215,
SAN DIEGO,Nov 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,,,,,,0,720,1976,2696,
SAN DIEGO,Oct 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,31,,,,,67721,0,0,67721,
SAN DIEGO,Oct 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SNACK_PM,,,,,,0,710,2066,2776,
SAN DIEGO,Apr 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,25,,,,,87477,0,0,87477,
SAN DIEGO,Apr 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,,,,,,0,1089,2133,3222,
SAN DIEGO,Aug 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,27,,,,,91763,0,0,91763,
SAN DIEGO,Aug 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,,,,,,0,608,3631,4239,
SAN DIEGO,Dec 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,30,,,,,72977,0,0,72977,
SAN DIEGO,Dec 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,,,,,,0,949,2093,3042,
SAN DIEGO,Feb 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,27,,,,,76784,0,0,76784,
SAN DIEGO,Feb 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,,,,,,0,1059,2046,3105,
SAN DIEGO,Jan 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,29,,,,,81717,0,0,81717,
SAN DIEGO,Jan 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,,,,,,0,1146,2266,3412,
SAN DIEGO,Jul 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,25,,,,,81541,0,0,81541,
SAN DIEGO,Jul 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,,,,,,0,277,3318,3595,
SAN DIEGO,Jun 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,26,,,,,85147,0,0,85147,
SAN DIEGO,Jun 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,,,,,,0,1006,2172,3178,
SAN DIEGO,Mar 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,31,,,,,89395,0,0,89395,
SAN DIEGO,Mar 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,,,,,,0,1168,2305,3473,
SAN DIEGO,May 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,26,,,,,93279,0,0,93279,
SAN DIEGO,May 2018,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,,,,,,0,1120,2277,3397,
SAN DIEGO,Nov 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,28,,,,,75118,0,0,75118,
SAN DIEGO,Nov 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,,,,,,0,1024,2320,3344,
SAN DIEGO,Oct 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,31,,,,,84417,0,0,84417,
SAN DIEGO,Oct 2017,DCH,2018,CHICANO FEDERATION OF SAN DIEGO COUNTY INC,DCH_SUPPER,,,,,,0,1012,2657,3669,
SAN DIEGO,Apr 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,25,,,,,96738,0,0,96738,
SAN DIEGO,Apr 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,,,,,,0,293,5210,5503,
SAN DIEGO,Aug 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,27,,,,,99901,0,0,99901,
SAN DIEGO,Aug 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,,,,,,0,41,4945,4986,
SAN DIEGO,Dec 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,25,,,,,80317,0,0,80317,
SAN DIEGO,Dec 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,,,,,,0,191,4363,4554,
SAN DIEGO,Feb 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,24,,,,,89198,0,0,89198,
SAN DIEGO,Feb 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,,,,,,0,124,4759,4883,
SAN DIEGO,Jan 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,26,,,,,95219,0,0,95219,
SAN DIEGO,Jan 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,,,,,,0,233,5445,5678,
SAN DIEGO,Jul 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,25,,,,,84027,0,0,84027,
SAN DIEGO,Jul 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,,,,,,0,108,4094,4202,
SAN DIEGO,Jun 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,26,,,,,89182,0,0,89182,
SAN DIEGO,Jun 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,,,,,,0,71,4430,4501,
SAN DIEGO,Mar 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,27,,,,,98548,0,0,98548,
SAN DIEGO,Mar 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,,,,,,0,286,5406,5692,
SAN DIEGO,May 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,26,,,,,102318,0,0,102318,
SAN DIEGO,May 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,,,,,,0,127,5435,5562,
SAN DIEGO,Nov 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,25,,,,,87245,0,0,87245,
SAN DIEGO,Nov 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,,,,,,0,214,4646,4860,
SAN DIEGO,Oct 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,26,,,,,99035,0,0,99035,
SAN DIEGO,Oct 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_BREAKFAST,,,,,,0,248,5389,5637,
SAN DIEGO,Apr 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,25,,,,,118457,0,0,118457,
SAN DIEGO,Apr 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,,,,,,0,350,9914,10264,
SAN DIEGO,Aug 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,27,,,,,135899,0,0,135899,
SAN DIEGO,Aug 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,,,,,,0,123,10604,10727,
SAN DIEGO,Dec 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,25,,,,,106126,0,0,106126,
SAN DIEGO,Dec 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,,,,,,0,262,7880,8142,
SAN DIEGO,Feb 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,24,,,,,104462,0,0,104462,
SAN DIEGO,Feb 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,,,,,,0,113,8752,8865,
SAN DIEGO,Jan 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,26,,,,,117577,0,0,117577,
SAN DIEGO,Jan 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,,,,,,0,342,10013,10355,
SAN DIEGO,Jul 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,25,,,,,142392,0,0,142392,
SAN DIEGO,Jul 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,,,,,,0,364,9566,9930,
SAN DIEGO,Jun 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,26,,,,,137377,0,0,137377,
SAN DIEGO,Jun 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,,,,,,0,224,9729,9953,
SAN DIEGO,Mar 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,27,,,,,123792,0,0,123792,
SAN DIEGO,Mar 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,,,,,,0,318,10554,10872,
SAN DIEGO,May 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,26,,,,,120297,0,0,120297,
SAN DIEGO,May 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,,,,,,0,161,10614,10775,
SAN DIEGO,Nov 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,25,,,,,107224,0,0,107224,
SAN DIEGO,Nov 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,,,,,,0,314,8670,8984,
SAN DIEGO,Oct 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,26,,,,,110814,0,0,110814,
SAN DIEGO,Oct 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_LUNCH,,,,,,0,314,9682,9996,
SAN DIEGO,Apr 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,25,,,,,54032,0,0,54032,
SAN DIEGO,Apr 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,,,,,,0,152,5769,5921,
SAN DIEGO,Aug 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,27,,,,,60789,0,0,60789,
SAN DIEGO,Aug 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,,,,,,0,22,6335,6357,
SAN DIEGO,Dec 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,25,,,,,46914,0,0,46914,
SAN DIEGO,Dec 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,,,,,,0,146,4581,4727,
SAN DIEGO,Feb 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,24,,,,,47392,0,0,47392,
SAN DIEGO,Feb 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,,,,,,0,63,5175,5238,
SAN DIEGO,Jan 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,26,,,,,52433,0,0,52433,
SAN DIEGO,Jan 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,,,,,,0,239,5982,6221,
SAN DIEGO,Jul 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,25,,,,,62453,0,0,62453,
SAN DIEGO,Jul 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,,,,,,0,162,5705,5867,
SAN DIEGO,Jun 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,26,,,,,59698,0,0,59698,
SAN DIEGO,Jun 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,,,,,,0,99,6046,6145,
SAN DIEGO,Mar 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,27,,,,,55899,0,0,55899,
SAN DIEGO,Mar 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,,,,,,0,106,6336,6442,
SAN DIEGO,May 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,26,,,,,54431,0,0,54431,
SAN DIEGO,May 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,,,,,,0,93,6425,6518,
SAN DIEGO,Nov 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,25,,,,,47740,0,0,47740,
SAN DIEGO,Nov 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,,,,,,0,171,5178,5349,
SAN DIEGO,Oct 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,26,,,,,50705,0,0,50705,
SAN DIEGO,Oct 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_AM,,,,,,0,195,5752,5947,
SAN DIEGO,Apr 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,25,,,,,11463,0,0,11463,
SAN DIEGO,Apr 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,,,,,,0,39,212,251,
SAN DIEGO,Aug 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,27,,,,,10530,0,0,10530,
SAN DIEGO,Aug 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,,,,,,0,46,74,120,
SAN DIEGO,Dec 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,25,,,,,9625,0,0,9625,
SAN DIEGO,Dec 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,,,,,,0,15,137,152,
SAN DIEGO,Feb 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,24,,,,,10685,0,0,10685,
SAN DIEGO,Feb 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,,,,,,0,32,153,185,
SAN DIEGO,Jan 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,26,,,,,11284,0,0,11284,
SAN DIEGO,Jan 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,,,,,,0,30,217,247,
SAN DIEGO,Jul 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,25,,,,,8951,0,0,8951,
SAN DIEGO,Jul 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,,,,,,0,77,50,127,
SAN DIEGO,Jun 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,26,,,,,10142,0,0,10142,
SAN DIEGO,Jun 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,,,,,,0,2,95,97,
SAN DIEGO,Mar 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,27,,,,,11813,0,0,11813,
SAN DIEGO,Mar 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,,,,,,0,24,169,193,
SAN DIEGO,May 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,26,,,,,12624,0,0,12624,
SAN DIEGO,May 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,,,,,,0,40,229,269,
SAN DIEGO,Nov 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,25,,,,,10608,0,0,10608,
SAN DIEGO,Nov 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,,,,,,0,32,131,163,
SAN DIEGO,Oct 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,26,,,,,12076,0,0,12076,
SAN DIEGO,Oct 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_NT,,,,,,0,33,267,300,
SAN DIEGO,Apr 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,25,,,,,108308,0,0,108308,
SAN DIEGO,Apr 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,,,,,,0,258,5858,6116,
SAN DIEGO,Aug 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,27,,,,,113437,0,0,113437,
SAN DIEGO,Aug 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,,,,,,0,134,6168,6302,
SAN DIEGO,Dec 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,25,,,,,93155,0,0,93155,
SAN DIEGO,Dec 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,,,,,,0,181,4955,5136,
SAN DIEGO,Feb 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,24,,,,,99949,0,0,99949,
SAN DIEGO,Feb 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,,,,,,0,109,5667,5776,
SAN DIEGO,Jan 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,26,,,,,107614,0,0,107614,
SAN DIEGO,Jan 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,,,,,,0,166,6313,6479,
SAN DIEGO,Jul 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,25,,,,,99305,0,0,99305,
SAN DIEGO,Jul 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,,,,,,0,300,5149,5449,
SAN DIEGO,Jun 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,26,,,,,104539,0,0,104539,
SAN DIEGO,Jun 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,,,,,,0,135,5167,5302,
SAN DIEGO,Mar 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,27,,,,,111675,0,0,111675,
SAN DIEGO,Mar 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,,,,,,0,254,6231,6485,
SAN DIEGO,May 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,26,,,,,115140,0,0,115140,
SAN DIEGO,May 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,,,,,,0,132,6332,6464,
SAN DIEGO,Nov 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,25,,,,,99056,0,0,99056,
SAN DIEGO,Nov 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,,,,,,0,210,5467,5677,
SAN DIEGO,Oct 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,26,,,,,108522,0,0,108522,
SAN DIEGO,Oct 2017,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SNACK_PM,,,,,,0,207,6456,6663,
SAN DIEGO,Apr 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SUPPER,25,,,,,85886,0,0,85886,
SAN DIEGO,Apr 2018,DCH,2018,CHILD DEVELOPMENT ASSOC INC ,DCH_SUPPER,,,,,,0,212,4994,5206,
