"academicyear","countycode","districtcode","schoolcode","countyname","districname","schoolname","districttype","schooltype","educationaloptiontype","nslpstatus","ischarterschool","charterschoolnumber","charterfundingtype","isirc","lowgrade","highgrade","enrollment_k-12","freemealcount_k-12","percenteligiblefree_k-12","frpmcount_k-12","percenteligiblefrpm_k-12","enrollment_5-17","freemealcount_5-17","percenteligiblefree_5-17","frpmcount_5-17","percenteligiblefrpm_5-17","iscalpadscertified","schooltypegroup"
"2016-2017",37,68023,6107775,"SAN DIEGO","CHULA VISTA ELEMENTARY","CHULA VISTA HILLS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",555,112,20.2,179,32.3,527,109,20.7,175,33.2,TRUE,"Elementary School"
"2016-2017",37,68023,6108492,"SAN DIEGO","CHULA VISTA ELEMENTARY","EASTLAKE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",648,135,20.8,211,32.6,630,134,21.3,208,33,TRUE,"Elementary School"
"2016-2017",37,68023,6109771,"SAN DIEGO","CHULA VISTA ELEMENTARY","CLEAR VIEW","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",495,106,21.4,174,35.2,482,106,22,174,36.1,TRUE,"Elementary School"
"2016-2017",37,68023,6111322,"SAN DIEGO","CHULA VISTA ELEMENTARY","DISCOVERY CHARTER","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,54,"DIRECTLY FUNDED",FALSE,"K","8",911,164,18,248,27.2,911,164,18,248,27.2,TRUE,"Elementary School"
"2016-2017",37,68023,6113021,"SAN DIEGO","CHULA VISTA ELEMENTARY","OLYMPIC VIEW ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",807,169,20.9,256,31.7,807,169,20.9,256,31.7,TRUE,"Elementary School"
"2016-2017",37,68023,6115646,"SAN DIEGO","CHULA VISTA ELEMENTARY","CASILLAS (JOSEPH) ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",505,145,28.7,204,40.4,505,145,28.7,204,40.4,TRUE,"Elementary School"
"2016-2017",37,68023,6115778,"SAN DIEGO","CHULA VISTA ELEMENTARY","CHULA VISTA LEARNING COMMUNITY CHARTER","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",NA,135,"DIRECTLY FUNDED",FALSE,"K","12",1530,631,41.2,932,60.9,1511,624,41.3,923,61.1,TRUE,"Elementary School"
"2016-2017",37,68023,6116396,"SAN DIEGO","CHULA VISTA ELEMENTARY","MARSHALL (THURGOOD) ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",674,83,12.3,113,16.8,652,83,12.7,113,17.3,TRUE,"Elementary School"
"2016-2017",37,68023,6116859,"SAN DIEGO","CHULA VISTA ELEMENTARY","ARROYO VISTA CHARTER","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,483,"DIRECTLY FUNDED",FALSE,"K","8",1002,104,10.4,150,15,970,99,10.2,144,14.8,TRUE,"Elementary School"
"2016-2017",37,68023,6118970,"SAN DIEGO","CHULA VISTA ELEMENTARY","HERITAGE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",829,122,14.7,179,21.6,829,122,14.7,179,21.6,TRUE,"Elementary School"
"2016-2017",37,68023,6118988,"SAN DIEGO","CHULA VISTA ELEMENTARY","MCMILLIN (CORKY) ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",845,139,16.4,210,24.9,812,134,16.5,205,25.2,TRUE,"Elementary School"
"2016-2017",37,68031,1,"SAN DIEGO","CORONADO UNIFIED","NONPUBLIC, NONSECTARIAN SCHOOLS","Unified School District",NA,NA,"",NA,NA,NA,NA,"","",6,0,0,0,0,6,0,0,0,0,TRUE,NA
"2016-2017",37,68031,3731478,"SAN DIEGO","CORONADO UNIFIED","CORONADO HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",1211,42,3.5,67,5.5,1166,42,3.6,67,5.7,TRUE,"High School"
"2016-2017",37,68031,6038053,"SAN DIEGO","CORONADO UNIFIED","CORONADO VILLAGE ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",803,42,5.2,69,8.6,793,41,5.2,68,8.6,TRUE,"Elementary School"
"2016-2017",37,68031,6038087,"SAN DIEGO","CORONADO UNIFIED","SILVER STRAND ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",335,11,3.3,50,14.9,325,11,3.4,49,15.1,TRUE,"Elementary School"
"2016-2017",37,68031,6059570,"SAN DIEGO","CORONADO UNIFIED","CORONADO MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"6","8",709,34,4.8,58,8.2,709,34,4.8,58,8.2,TRUE,"Middle School"
"2016-2017",37,68049,119990,"SAN DIEGO","DEHESA ELEMENTARY","DIEGO HILLS CHARTER","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",NA,1088,"DIRECTLY FUNDED",TRUE,"K","12",1152,754,65.5,910,79,736,449,61,561,76.2,TRUE,"Elementary School"
"2016-2017",37,68049,127118,"SAN DIEGO","DEHESA ELEMENTARY","THE HEIGHTS CHARTER","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,1488,"DIRECTLY FUNDED",TRUE,"K","8",231,14,6.1,29,12.6,225,13,5.8,27,12,TRUE,"Elementary School"
"2016-2017",37,68049,127167,"SAN DIEGO","DEHESA ELEMENTARY","COMMUNITY MONTESSORI CHARTER","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",NA,1494,"DIRECTLY FUNDED",TRUE,"K","12",601,40,6.7,57,9.5,598,40,6.7,57,9.5,TRUE,"Elementary School"
"2016-2017",37,68049,129221,"SAN DIEGO","DEHESA ELEMENTARY","METHODSCHOOLS","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",NA,1617,"DIRECTLY FUNDED",TRUE,"K","12",87,20,23,27,31,85,19,22.4,26,30.6,TRUE,"Elementary School"
"2016-2017",37,68049,131169,"SAN DIEGO","DEHESA ELEMENTARY","VALIANT ACADEMY DESD","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",NA,1693,"DIRECTLY FUNDED",TRUE,"K","12",43,31,72.1,33,76.7,43,31,72.1,33,76.7,TRUE,"Elementary School"
"2016-2017",37,68049,132506,"SAN DIEGO","DEHESA ELEMENTARY","INSPIRE CHARTER SCHOOL - SOUTH","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",NA,1748,"DIRECTLY FUNDED",TRUE,"K","12",2995,608,20.3,781,26.1,2663,567,21.3,730,27.4,TRUE,"Elementary School"
"2016-2017",37,68049,6038095,"SAN DIEGO","DEHESA ELEMENTARY","DEHESA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","8",156,65,41.7,79,50.6,156,65,41.7,79,50.6,TRUE,"Elementary School"
"2016-2017",37,68049,6119564,"SAN DIEGO","DEHESA ELEMENTARY","DEHESA CHARTER","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",NA,419,"DIRECTLY FUNDED",TRUE,"K","12",1057,156,14.8,239,22.6,1040,151,14.5,234,22.5,TRUE,"Elementary School"
"2016-2017",37,68056,1,"SAN DIEGO","DEL MAR UNION ELEMENTARY","NONPUBLIC, NONSECTARIAN SCHOOLS","Elementary School District",NA,NA,"",NA,NA,NA,NA,"","",1,0,0,0,0,1,0,0,0,0,TRUE,NA
"2016-2017",37,68056,110114,"SAN DIEGO","DEL MAR UNION ELEMENTARY","SYCAMORE RIDGE","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",555,70,12.6,91,16.4,555,70,12.6,91,16.4,TRUE,"Elementary School"
"2016-2017",37,68056,114686,"SAN DIEGO","DEL MAR UNION ELEMENTARY","OCEAN AIR","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",730,6,0.8,7,1,730,6,0.8,7,1,TRUE,"Elementary School"
"2016-2017",37,68056,6038111,"SAN DIEGO","DEL MAR UNION ELEMENTARY","DEL MAR HEIGHTS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",479,16,3.3,21,4.4,479,16,3.3,21,4.4,TRUE,"Elementary School"
"2016-2017",37,68056,6088983,"SAN DIEGO","DEL MAR UNION ELEMENTARY","DEL MAR HILLS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",313,27,8.6,35,11.2,313,27,8.6,35,11.2,TRUE,"Elementary School"
"2016-2017",37,68056,6110696,"SAN DIEGO","DEL MAR UNION ELEMENTARY","CARMEL DEL MAR ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",523,23,4.4,29,5.5,523,23,4.4,29,5.5,TRUE,"Elementary School"
"2016-2017",37,68056,6115620,"SAN DIEGO","DEL MAR UNION ELEMENTARY","ASHLEY FALLS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",482,32,6.6,35,7.3,482,32,6.6,35,7.3,TRUE,"Elementary School"
"2016-2017",37,68056,6117923,"SAN DIEGO","DEL MAR UNION ELEMENTARY","SAGE CANYON","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",727,9,1.2,13,1.8,727,9,1.2,13,1.8,TRUE,"Elementary School"
"2016-2017",37,68056,6120596,"SAN DIEGO","DEL MAR UNION ELEMENTARY","TORREY HILLS","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",603,20,3.3,26,4.3,603,20,3.3,26,4.3,TRUE,"Elementary School"
"2016-2017",37,68080,1,"SAN DIEGO","ENCINITAS UNION ELEMENTARY","NONPUBLIC, NONSECTARIAN SCHOOLS","Elementary School District",NA,NA,"",NA,NA,NA,NA,"","",5,0,0,0,0,5,0,0,0,0,TRUE,NA
"2016-2017",37,68080,6038145,"SAN DIEGO","ENCINITAS UNION ELEMENTARY","PAUL ECKE-CENTRAL ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",623,131,21,163,26.2,623,131,21,163,26.2,TRUE,"Elementary School"
"2016-2017",37,68080,6038152,"SAN DIEGO","ENCINITAS UNION ELEMENTARY","OCEAN KNOLL ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",629,160,25.4,188,29.9,629,160,25.4,188,29.9,TRUE,"Elementary School"
"2016-2017",37,68080,6066989,"SAN DIEGO","ENCINITAS UNION ELEMENTARY","CAPRI ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",706,127,18,147,20.8,706,127,18,147,20.8,TRUE,"Elementary School"
"2016-2017",37,68080,6095046,"SAN DIEGO","ENCINITAS UNION ELEMENTARY","PARK DALE LANE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",489,63,12.9,81,16.6,489,63,12.9,81,16.6,TRUE,"Elementary School"
"2016-2017",37,68080,6099402,"SAN DIEGO","ENCINITAS UNION ELEMENTARY","FLORA VISTA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",457,26,5.7,29,6.3,457,26,5.7,29,6.3,TRUE,"Elementary School"
"2016-2017",37,68080,6106132,"SAN DIEGO","ENCINITAS UNION ELEMENTARY","LA COSTA HEIGHTS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",696,38,5.5,49,7,695,38,5.5,49,7.1,TRUE,"Elementary School"
"2016-2017",37,68080,6108534,"SAN DIEGO","ENCINITAS UNION ELEMENTARY","MISSION ESTANCIA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",509,26,5.1,33,6.5,508,26,5.1,33,6.5,TRUE,"Elementary School"
"2016-2017",37,68080,6112445,"SAN DIEGO","ENCINITAS UNION ELEMENTARY","OLIVENHAIN PIONEER ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",584,10,1.7,14,2.4,583,10,1.7,14,2.4,TRUE,"Elementary School"
"2016-2017",37,68080,6117709,"SAN DIEGO","ENCINITAS UNION ELEMENTARY","EL CAMINO CREEK ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",615,14,2.3,21,3.4,615,14,2.3,21,3.4,TRUE,"Elementary School"
"2016-2017",37,68098,101535,"SAN DIEGO","ESCONDIDO UNION","HERITAGE K-8 CHARTER","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,556,"DIRECTLY FUNDED",TRUE,"K","8",821,172,21,305,37.1,821,172,21,305,37.1,TRUE,"Elementary School"
"2016-2017",37,68098,102590,"SAN DIEGO","ESCONDIDO UNION","BEAR VALLEY MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"6","8",1079,566,52.5,667,61.8,1079,566,52.5,667,61.8,TRUE,"Middle School"
"2016-2017",37,68098,102608,"SAN DIEGO","ESCONDIDO UNION","FARR AVENUE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",687,596,86.8,650,94.6,684,593,86.7,647,94.6,TRUE,"Elementary School"
"2016-2017",37,68098,107862,"SAN DIEGO","ESCONDIDO UNION","REIDY CREEK ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",646,200,31,247,38.2,635,198,31.2,243,38.3,TRUE,"Elementary School"
"2016-2017",37,68098,107870,"SAN DIEGO","ESCONDIDO UNION","BERNARDO ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",550,135,24.5,180,32.7,537,134,25,179,33.3,TRUE,"Elementary School"
"2016-2017",37,68098,128769,"SAN DIEGO","ESCONDIDO UNION","HERITAGE DIGITAL ACADEMY CHARTER MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,1603,"DIRECTLY FUNDED",TRUE,"6","8",290,104,35.9,151,52.1,290,104,35.9,151,52.1,TRUE,"Middle School"
"2016-2017",37,68098,131813,"SAN DIEGO","ESCONDIDO UNION","QUANTUM ACADEMY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"4","6",243,91,37.4,122,50.2,243,91,37.4,122,50.2,TRUE,"Elementary School"
"2016-2017",37,68098,133991,"SAN DIEGO","ESCONDIDO UNION","EPIPHANY PREP CHARTER","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,1802,"DIRECTLY FUNDED",TRUE,"K","8",316,219,69.3,253,80.1,301,210,69.8,240,79.7,TRUE,"Elementary School"
"2016-2017",37,68098,6038178,"SAN DIEGO","ESCONDIDO UNION","CENTRAL ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",667,554,83.1,616,92.4,655,544,83.1,605,92.4,TRUE,"Elementary School"
"2016-2017",37,68098,6038186,"SAN DIEGO","ESCONDIDO UNION","CONWAY ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",594,402,67.7,474,79.8,578,396,68.5,465,80.4,TRUE,"Elementary School"
"2016-2017",37,68098,6038194,"SAN DIEGO","ESCONDIDO UNION","DEL DIOS ACADEMY OF ARTS AND SCIENCES","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"6","8",822,629,76.5,722,87.8,822,629,76.5,722,87.8,TRUE,"Middle School"
"2016-2017",37,68098,6038202,"SAN DIEGO","ESCONDIDO UNION","FELICITA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",631,500,79.2,581,92.1,623,494,79.3,574,92.1,TRUE,"Elementary School"
"2016-2017",37,68098,6038210,"SAN DIEGO","ESCONDIDO UNION","MISSION MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"6","8",963,853,88.6,926,96.2,963,853,88.6,926,96.2,TRUE,"Middle School"
"2016-2017",37,68098,6038228,"SAN DIEGO","ESCONDIDO UNION","JUNIPER ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",648,528,81.5,582,89.8,636,517,81.3,571,89.8,TRUE,"Elementary School"
"2016-2017",37,68098,6038236,"SAN DIEGO","ESCONDIDO UNION","LINCOLN ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",588,512,87.1,562,95.6,582,508,87.3,556,95.5,TRUE,"Elementary School"
"2016-2017",37,68098,6038244,"SAN DIEGO","ESCONDIDO UNION","OAK HILL ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",801,653,81.5,729,91,784,642,81.9,717,91.5,TRUE,"Elementary School"
"2016-2017",37,68098,6038251,"SAN DIEGO","ESCONDIDO UNION","ROSE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",524,417,79.6,474,90.5,516,413,80,470,91.1,TRUE,"Elementary School"
"2016-2017",37,68098,6038939,"SAN DIEGO","ESCONDIDO UNION","GLEN VIEW ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",669,489,73.1,565,84.5,663,486,73.3,560,84.5,TRUE,"Elementary School"
"2016-2017",37,68098,6038947,"SAN DIEGO","ESCONDIDO UNION","ORANGE GLEN ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",724,509,70.3,614,84.8,710,500,70.4,602,84.8,TRUE,"Elementary School"
"2016-2017",37,68098,6066997,"SAN DIEGO","ESCONDIDO UNION","MILLER ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",435,287,66,320,73.6,428,280,65.4,313,73.1,TRUE,"Elementary School"
"2016-2017",37,68098,6093215,"SAN DIEGO","ESCONDIDO UNION","HIDDEN VALLEY MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"6","8",1022,776,75.9,903,88.4,1022,776,75.9,903,88.4,TRUE,"Middle School"
"2016-2017",37,68098,6102750,"SAN DIEGO","ESCONDIDO UNION","NORTH BROADWAY ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",684,346,50.6,430,62.9,670,341,50.9,424,63.3,TRUE,"Elementary School"
"2016-2017",37,68098,6105944,"SAN DIEGO","ESCONDIDO UNION","RINCON MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"6","8",1219,745,61.1,886,72.7,1219,745,61.1,886,72.7,TRUE,"Middle School"
"2016-2017",37,68098,6107882,"SAN DIEGO","ESCONDIDO UNION","L. R. GREEN ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",728,242,33.2,287,39.4,718,241,33.6,286,39.8,TRUE,"Elementary School"
"2016-2017",37,68098,6110381,"SAN DIEGO","ESCONDIDO UNION","PIONEER ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",739,632,85.5,686,92.8,722,620,85.9,670,92.8,TRUE,"Elementary School"
"2016-2017",37,68098,6111769,"SAN DIEGO","ESCONDIDO UNION","ROCK SPRINGS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",587,401,68.3,481,81.9,568,392,69,470,82.7,TRUE,"Elementary School"
"2016-2017",37,68098,6116776,"SAN DIEGO","ESCONDIDO UNION","CLASSICAL ACADEMY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,199,"DIRECTLY FUNDED",TRUE,"K","8",1288,124,9.6,282,21.9,1276,123,9.6,279,21.9,TRUE,"Elementary School"
"2016-2017",37,68106,1,"SAN DIEGO","ESCONDIDO UNION HIGH","NONPUBLIC, NONSECTARIAN SCHOOLS","High School District",NA,NA,"",NA,NA,NA,NA,"","",7,3,42.9,3,42.9,3,1,33.3,1,33.3,TRUE,NA
"2016-2017",37,68106,111195,"SAN DIEGO","ESCONDIDO UNION HIGH","CLASSICAL ACADEMY HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,759,"DIRECTLY FUNDED",TRUE,"9","12",1247,95,7.6,192,15.4,1213,91,7.5,188,15.5,TRUE,"High School"
"2016-2017",37,68106,127241,"SAN DIEGO","ESCONDIDO UNION HIGH","DEL LAGO ACADEMY - CAMPUS OF APPLIED SCIENCE","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",751,280,37.3,396,52.7,737,276,37.4,389,52.8,TRUE,"High School"
"2016-2017",37,68106,3730058,"SAN DIEGO","ESCONDIDO UNION HIGH","SAN PASQUAL HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",2212,923,41.7,1138,51.4,2141,889,41.5,1096,51.2,TRUE,"High School"
"2016-2017",37,68106,3731023,"SAN DIEGO","ESCONDIDO UNION HIGH","ESCONDIDO CHARTER HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,109,"DIRECTLY FUNDED",TRUE,"9","12",802,177,22.1,292,36.4,753,166,22,276,36.7,TRUE,"High School"
"2016-2017",37,68106,3732054,"SAN DIEGO","ESCONDIDO UNION HIGH","VALLEY HIGH (CONTINUATION)","High School District","Continuation High Schools","CONTINUATION SCHOOL","",NA,NA,"",FALSE,"9","12",259,187,72.2,202,78,201,149,74.1,159,79.1,TRUE,"Other"
"2016-2017",37,68106,3732062,"SAN DIEGO","ESCONDIDO UNION HIGH","ESCONDIDO HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",2381,1317,55.3,1654,69.5,2243,1247,55.6,1565,69.8,TRUE,"High School"
"2016-2017",37,68106,3735313,"SAN DIEGO","ESCONDIDO UNION HIGH","ORANGE GLEN HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",1919,1232,64.2,1618,84.3,1843,1178,63.9,1552,84.2,TRUE,"High School"
"2016-2017",37,68114,1,"SAN DIEGO","FALLBROOK UNION ELEMENTARY","NONPUBLIC, NONSECTARIAN SCHOOLS","Elementary School District",NA,NA,"",NA,NA,NA,NA,"","",6,1,16.7,3,50,6,1,16.7,3,50,TRUE,NA
"2016-2017",37,68114,115519,"SAN DIEGO","FALLBROOK UNION ELEMENTARY","SANTA MARGARITA ACADEMY","Elementary School District","District Community Day Schools","COMMUNITY DAY SCHOOL","",NA,NA,"",FALSE,"4","8",6,5,83.3,5,83.3,6,5,83.3,5,83.3,TRUE,"Other"
"2016-2017",37,68114,131920,"SAN DIEGO","FALLBROOK UNION ELEMENTARY","MAIE ELLIS ELEMENTARY","Elementary School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE","",NA,NA,"",FALSE,"K","6",580,353,60.9,410,70.7,580,353,60.9,410,70.7,TRUE,"Other"
"2016-2017",37,68114,6038269,"SAN DIEGO","FALLBROOK UNION ELEMENTARY","LA PALOMA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",538,313,58.2,372,69.1,525,303,57.7,362,69,TRUE,"Elementary School"
"2016-2017",37,68114,6038277,"SAN DIEGO","FALLBROOK UNION ELEMENTARY","JAMES E. POTTER INTERMEDIATE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"7","8",849,487,57.4,579,68.2,849,487,57.4,579,68.2,TRUE,"Middle School"
"2016-2017",37,68114,6038285,"SAN DIEGO","FALLBROOK UNION ELEMENTARY","FALLBROOK STREET ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",537,401,74.7,468,87.2,522,388,74.3,454,87,TRUE,"Elementary School"
"2016-2017",37,68114,6038301,"SAN DIEGO","FALLBROOK UNION ELEMENTARY","MARY FAY PENDLETON ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","8",699,95,13.6,321,45.9,686,94,13.7,313,45.6,TRUE,"Elementary School"
