"academicyear","countycode","districtcode","schoolcode","countyname","districname","schoolname","districttype","schooltype","educationaloptiontype","nslpstatus","ischarterschool","charterschoolnumber","charterfundingtype","isirc","lowgrade","highgrade","enrollment_k-12","freemealcount_k-12","percenteligiblefree_k-12","frpmcount_k-12","percenteligiblefrpm_k-12","enrollment_5-17","freemealcount_5-17","percenteligiblefree_5-17","frpmcount_5-17","percenteligiblefrpm_5-17","iscalpadscertified","schooltypegroup"
"2016-2017",37,68122,3732179,"SAN DIEGO","FALLBROOK UNION HIGH","FALLBROOK HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",2050,988,48.2,1173,57.2,1933,931,48.2,1113,57.6,TRUE,"High School"
"2016-2017",37,68122,3732195,"SAN DIEGO","FALLBROOK UNION HIGH","IVY HIGH (CONTINUATION)","High School District","Continuation High Schools","CONTINUATION SCHOOL","",NA,NA,"",FALSE,"9","12",130,81,62.3,89,68.5,98,61,62.2,67,68.4,TRUE,"Other"
"2016-2017",37,68130,1,"SAN DIEGO","GROSSMONT UNION HIGH","NONPUBLIC, NONSECTARIAN SCHOOLS","High School District",NA,NA,"",NA,NA,NA,NA,"","",75,8,10.7,19,25.3,51,7,13.7,16,31.4,TRUE,NA
"2016-2017",37,68130,128793,"SAN DIEGO","GROSSMONT UNION HIGH","MERIT ACADEMY","High School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL","",NA,NA,"",FALSE,"9","12",73,31,42.5,45,61.6,63,29,46,41,65.1,TRUE,"Other"
"2016-2017",37,68130,128819,"SAN DIEGO","GROSSMONT UNION HIGH","REACH ACADEMY","High School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL","",NA,NA,"",FALSE,"9","12",33,22,66.7,28,84.8,21,15,71.4,18,85.7,TRUE,"Other"
"2016-2017",37,68130,132548,"SAN DIEGO","GROSSMONT UNION HIGH","IDEA CENTER","High School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE","",NA,NA,"",FALSE,"9","12",156,67,42.9,86,55.1,135,55,40.7,73,54.1,TRUE,"Other"
"2016-2017",37,68130,3730066,"SAN DIEGO","GROSSMONT UNION HIGH","VALHALLA HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",2101,693,33,1072,51,2025,666,32.9,1031,50.9,TRUE,"High School"
"2016-2017",37,68130,3730702,"SAN DIEGO","GROSSMONT UNION HIGH","WEST HILLS HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",1826,307,16.8,590,32.3,1753,293,16.7,563,32.1,TRUE,"High School"
"2016-2017",37,68130,3731262,"SAN DIEGO","GROSSMONT UNION HIGH","STEELE CANYON HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,893,"DIRECTLY FUNDED",TRUE,"9","12",2163,451,20.9,563,26,2122,442,20.8,553,26.1,TRUE,"High School"
"2016-2017",37,68130,3731486,"SAN DIEGO","GROSSMONT UNION HIGH","ELITE ACADEMY","High School District","Special Education Schools (Public)","SPECIAL EDUCATION SCHOOL","",NA,NA,"",FALSE,"9","12",43,29,67.4,37,86,21,13,61.9,16,76.2,TRUE,"Other"
"2016-2017",37,68130,3731536,"SAN DIEGO","GROSSMONT UNION HIGH","GROSSMONT MIDDLE COLLEGE HIGH","High School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE","",NA,NA,"",FALSE,"11","12",72,11,15.3,15,20.8,71,10,14.1,14,19.7,TRUE,"Other"
"2016-2017",37,68130,3731692,"SAN DIEGO","GROSSMONT UNION HIGH","EL CAJON VALLEY HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",1815,1308,72.1,1629,89.8,1666,1213,72.8,1505,90.3,TRUE,"High School"
"2016-2017",37,68130,3731809,"SAN DIEGO","GROSSMONT UNION HIGH","EL CAPITAN HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",1600,472,29.5,791,49.4,1525,437,28.7,744,48.8,TRUE,"High School"
"2016-2017",37,68130,3732336,"SAN DIEGO","GROSSMONT UNION HIGH","GRANITE HILLS HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",2337,651,27.9,1102,47.2,2250,620,27.6,1053,46.8,TRUE,"High School"
"2016-2017",37,68130,3732559,"SAN DIEGO","GROSSMONT UNION HIGH","CHAPARRAL HIGH","High School District","Continuation High Schools","CONTINUATION SCHOOL","",NA,NA,"",FALSE,"9","12",65,30,46.2,45,69.2,57,27,47.4,40,70.2,TRUE,"Other"
"2016-2017",37,68130,3732625,"SAN DIEGO","GROSSMONT UNION HIGH","GROSSMONT HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",2253,769,34.1,1157,51.4,2150,730,34,1107,51.5,TRUE,"High School"
"2016-2017",37,68130,3732732,"SAN DIEGO","GROSSMONT UNION HIGH","HELIX HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,150,"DIRECTLY FUNDED",TRUE,"9","12",2511,955,38,1524,60.7,2410,901,37.4,1454,60.3,TRUE,"High School"
"2016-2017",37,68130,3734548,"SAN DIEGO","GROSSMONT UNION HIGH","MONTE VISTA HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",1683,812,48.2,1235,73.4,1560,751,48.1,1150,73.7,TRUE,"High School"
"2016-2017",37,68130,3734761,"SAN DIEGO","GROSSMONT UNION HIGH","MOUNT MIGUEL HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",1302,675,51.8,984,75.6,1254,658,52.5,960,76.6,TRUE,"High School"
"2016-2017",37,68130,3737905,"SAN DIEGO","GROSSMONT UNION HIGH","SANTANA HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",1601,366,22.9,630,39.4,1512,337,22.3,589,39,TRUE,"High School"
"2016-2017",37,68155,6038319,"SAN DIEGO","JAMUL-DULZURA UNION ELEMENTARY","JAMUL PRIMARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","3",250,120,48,137,54.8,237,115,48.5,130,54.9,TRUE,"Elementary School"
"2016-2017",37,68155,6097182,"SAN DIEGO","JAMUL-DULZURA UNION ELEMENTARY","OAK GROVE MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"6","8",231,85,36.8,107,46.3,231,85,36.8,107,46.3,TRUE,"Middle School"
"2016-2017",37,68155,6112205,"SAN DIEGO","JAMUL-DULZURA UNION ELEMENTARY","JAMUL INTERMEDIATE","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"4","5",120,57,47.5,72,60,120,57,47.5,72,60,TRUE,"Elementary School"
"2016-2017",37,68155,6117303,"SAN DIEGO","JAMUL-DULZURA UNION ELEMENTARY","GREATER SAN DIEGO ACADEMY","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",NA,261,"DIRECTLY FUNDED",TRUE,"K","12",242,65,26.9,101,41.7,241,65,27,101,41.9,TRUE,"Elementary School"
"2016-2017",37,68163,124271,"SAN DIEGO","JULIAN UNION ELEMENTARY","DIEGO VALLEY CHARTER","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",NA,1321,"DIRECTLY FUNDED",TRUE,"K","12",755,527,69.8,611,80.9,370,229,61.9,277,74.9,TRUE,"Elementary School"
"2016-2017",37,68163,128421,"SAN DIEGO","JULIAN UNION ELEMENTARY","HARBOR SPRINGS CHARTER","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",NA,1589,"DIRECTLY FUNDED",TRUE,"K","12",752,234,31.1,353,46.9,742,230,31,348,46.9,TRUE,"Elementary School"
"2016-2017",37,68163,3731239,"SAN DIEGO","JULIAN UNION ELEMENTARY","JULIAN CHARTER","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",NA,267,"DIRECTLY FUNDED",TRUE,"K","12",2551,592,23.2,860,33.7,2514,582,23.2,848,33.7,TRUE,"Elementary School"
"2016-2017",37,68163,6038327,"SAN DIEGO","JULIAN UNION ELEMENTARY","JULIAN ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",202,121,59.9,134,66.3,199,119,59.8,132,66.3,TRUE,"Elementary School"
"2016-2017",37,68163,6105845,"SAN DIEGO","JULIAN UNION ELEMENTARY","JULIAN JUNIOR HIGH","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"6","8",107,54,50.5,60,56.1,107,54,50.5,60,56.1,TRUE,"Middle School"
"2016-2017",37,68171,3733219,"SAN DIEGO","JULIAN UNION HIGH","JULIAN HIGH","High School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",150,70,46.7,76,50.7,143,67,46.9,73,51,TRUE,"High School"
"2016-2017",37,68189,1,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","NONPUBLIC, NONSECTARIAN SCHOOLS","Elementary School District",NA,NA,"",NA,NA,NA,NA,"","",3,0,0,0,0,3,0,0,0,0,TRUE,NA
"2016-2017",37,68189,118323,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","NATIONAL UNIVERSITY ACADEMY","Elementary School District","K-12 Schools (Public)","TRADITIONAL","",NA,991,"DIRECTLY FUNDED",TRUE,"K","12",878,256,29.2,320,36.4,843,246,29.2,309,36.7,TRUE,"Elementary School"
"2016-2017",37,68189,129288,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","EUCALYPTUS HILLS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"P","K",119,33,27.7,43,36.1,50,12,24,14,28,TRUE,"Elementary School"
"2016-2017",37,68189,3731072,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","RIVER VALLEY CHARTER","Elementary School District","High Schools (Public)","TRADITIONAL","",NA,120,"DIRECTLY FUNDED",FALSE,"7","12",297,17,5.7,19,6.4,296,17,5.7,19,6.4,TRUE,"High School"
"2016-2017",37,68189,6038343,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","LAKESIDE FARMS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",632,197,31.2,285,45.1,631,197,31.2,285,45.2,TRUE,"Elementary School"
"2016-2017",37,68189,6038350,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","LAKESIDE MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"6","8",791,260,32.9,338,42.7,791,260,32.9,338,42.7,TRUE,"Middle School"
"2016-2017",37,68189,6038368,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","LAKEVIEW ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",708,182,25.7,236,33.3,708,182,25.7,236,33.3,TRUE,"Elementary School"
"2016-2017",37,68189,6038376,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","LINDO PARK ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"K","5",503,329,65.4,420,83.5,499,327,65.5,416,83.4,TRUE,"Elementary School"
"2016-2017",37,68189,6038384,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","RIVERVIEW ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"1","5",637,99,15.5,130,20.4,637,99,15.5,130,20.4,TRUE,"Elementary School"
"2016-2017",37,68189,6038392,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","WINTER GARDENS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","1",368,53,14.4,72,19.6,368,53,14.4,72,19.6,TRUE,"Elementary School"
"2016-2017",37,68189,6085047,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","TIERRA DEL SOL MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"6","8",703,265,37.7,332,47.2,703,265,37.7,332,47.2,TRUE,"Middle School"
"2016-2017",37,68189,6110092,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","LEMON CREST ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","5",577,311,53.9,371,64.3,575,309,53.7,369,64.2,TRUE,"Elementary School"
"2016-2017",37,68189,6120901,"SAN DIEGO","LAKESIDE UNION ELEMENTARY","BARONA INDIAN CHARTER","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,469,"DIRECTLY FUNDED",FALSE,"P","8",97,16,16.5,21,21.6,97,16,16.5,21,21.6,TRUE,"Elementary School"
"2016-2017",37,68197,0,"SAN DIEGO","LA MESA-SPRING VALLEY","DISTRICT OFFICE","Elementary School District",NA,NA,"",NA,NA,NA,NA,"K","8",8,1,12.5,1,12.5,8,1,12.5,1,12.5,TRUE,NA
"2016-2017",37,68197,1,"SAN DIEGO","LA MESA-SPRING VALLEY","NONPUBLIC, NONSECTARIAN SCHOOLS","Elementary School District",NA,NA,"",NA,NA,NA,NA,"","",20,0,0,0,0,20,0,0,0,0,TRUE,NA
"2016-2017",37,68197,115543,"SAN DIEGO","LA MESA-SPRING VALLEY","QUEST ACADEMY","Elementary School District","District Community Day Schools","COMMUNITY DAY SCHOOL","",NA,NA,"",FALSE,"6","8",18,11,61.1,14,77.8,18,11,61.1,14,77.8,TRUE,"Other"
"2016-2017",37,68197,132290,"SAN DIEGO","LA MESA-SPRING VALLEY","LA MESA ARTS ACADEMY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"4","8",1073,281,26.2,391,36.4,1073,281,26.2,391,36.4,TRUE,"Elementary School"
"2016-2017",37,68197,132431,"SAN DIEGO","LA MESA-SPRING VALLEY","SCIENCE, TECHNOLOGY, ENGINEERING, ARTS, AND MATH ACADEMY AT LA PRESA","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"4","8",926,570,61.6,747,80.7,926,570,61.6,747,80.7,TRUE,"Elementary School"
"2016-2017",37,68197,132951,"SAN DIEGO","LA MESA-SPRING VALLEY","LA MESA-SPRING VALLEY HOME INDEPENDENT STUDY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","8",39,10,25.6,10,25.6,39,10,25.6,10,25.6,TRUE,"Elementary School"
"2016-2017",37,68197,134155,"SAN DIEGO","LA MESA-SPRING VALLEY","SPRING VALLEY ACADEMY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"4","8",773,443,57.3,567,73.4,773,443,57.3,567,73.4,TRUE,"Elementary School"
"2016-2017",37,68197,6038400,"SAN DIEGO","LA MESA-SPRING VALLEY","AVONDALE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",447,302,67.6,373,83.4,434,294,67.7,363,83.6,TRUE,"Elementary School"
"2016-2017",37,68197,6038418,"SAN DIEGO","LA MESA-SPRING VALLEY","BANCROFT ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",563,434,77.1,502,89.2,561,433,77.2,501,89.3,TRUE,"Elementary School"
"2016-2017",37,68197,6038434,"SAN DIEGO","LA MESA-SPRING VALLEY","CASA DE ORO ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",366,227,62,274,74.9,353,224,63.5,265,75.1,TRUE,"Elementary School"
"2016-2017",37,68197,6038442,"SAN DIEGO","LA MESA-SPRING VALLEY","FLETCHER HILLS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",660,108,16.4,138,20.9,642,107,16.7,136,21.2,TRUE,"Elementary School"
"2016-2017",37,68197,6038459,"SAN DIEGO","LA MESA-SPRING VALLEY","HIGHLANDS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",535,326,60.9,407,76.1,518,314,60.6,392,75.7,TRUE,"Elementary School"
"2016-2017",37,68197,6038467,"SAN DIEGO","LA MESA-SPRING VALLEY","KEMPTON STREET LITERACY ACADEMY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","3",382,276,72.3,337,88.2,367,267,72.8,325,88.6,TRUE,"Elementary School"
"2016-2017",37,68197,6038475,"SAN DIEGO","LA MESA-SPRING VALLEY","LA MESA DALE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",459,255,55.6,336,73.2,448,251,56,330,73.7,TRUE,"Elementary School"
"2016-2017",37,68197,6038509,"SAN DIEGO","LA MESA-SPRING VALLEY","LA PRESA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",422,263,62.3,338,80.1,408,258,63.2,330,80.9,TRUE,"Elementary School"
"2016-2017",37,68197,6038517,"SAN DIEGO","LA MESA-SPRING VALLEY","LEMON AVENUE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",620,161,26,201,32.4,602,161,26.7,201,33.4,TRUE,"Elementary School"
"2016-2017",37,68197,6038525,"SAN DIEGO","LA MESA-SPRING VALLEY","MARYLAND AVENUE ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",469,137,29.2,172,36.7,452,131,29,166,36.7,TRUE,"Elementary School"
"2016-2017",37,68197,6038533,"SAN DIEGO","LA MESA-SPRING VALLEY","MURRAY MANOR ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",750,216,28.8,280,37.3,750,216,28.8,280,37.3,TRUE,"Elementary School"
"2016-2017",37,68197,6038541,"SAN DIEGO","LA MESA-SPRING VALLEY","NORTHMONT ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",502,174,34.7,223,44.4,491,169,34.4,218,44.4,TRUE,"Elementary School"
"2016-2017",37,68197,6038558,"SAN DIEGO","LA MESA-SPRING VALLEY","PARKWAY MIDDLE","Elementary School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"7","8",772,245,31.7,319,41.3,772,245,31.7,319,41.3,TRUE,"Middle School"
"2016-2017",37,68197,6038566,"SAN DIEGO","LA MESA-SPRING VALLEY","RANCHO ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",398,231,58,294,73.9,398,231,58,294,73.9,TRUE,"Elementary School"
"2016-2017",37,68197,6038574,"SAN DIEGO","LA MESA-SPRING VALLEY","ROLANDO ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",560,243,43.4,292,52.1,560,243,43.4,292,52.1,TRUE,"Elementary School"
"2016-2017",37,68197,6070833,"SAN DIEGO","LA MESA-SPRING VALLEY","MURDOCK ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",666,143,21.5,174,26.1,666,143,21.5,174,26.1,TRUE,"Elementary School"
"2016-2017",37,68197,6098446,"SAN DIEGO","LA MESA-SPRING VALLEY","LOMA ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",342,160,46.8,220,64.3,342,160,46.8,220,64.3,TRUE,"Elementary School"
"2016-2017",37,68197,6111207,"SAN DIEGO","LA MESA-SPRING VALLEY","SWEETWATER SPRINGS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"K","6",519,233,44.9,307,59.2,517,233,45.1,307,59.4,TRUE,"Elementary School"
"2016-2017",37,68205,1,"SAN DIEGO","LEMON GROVE","NONPUBLIC, NONSECTARIAN SCHOOLS","Elementary School District",NA,NA,"",NA,NA,NA,NA,"","",7,1,14.3,1,14.3,7,1,14.3,1,14.3,TRUE,NA
"2016-2017",37,68205,6038608,"SAN DIEGO","LEMON GROVE","LEMON GROVE ACADEMY FOR THE SCIENCES AND HUMANITIES","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Breakfast Provision 2",NA,NA,"",FALSE,"P","8",1153,748,64.9,896,77.7,1153,748,64.9,896,77.7,TRUE,"Elementary School"
"2016-2017",37,68205,6038624,"SAN DIEGO","LEMON GROVE","MONTEREY HEIGHTS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Breakfast Provision 2",NA,NA,"",FALSE,"P","6",437,248,56.8,312,71.4,422,241,57.1,300,71.1,TRUE,"Elementary School"
"2016-2017",37,68205,6038632,"SAN DIEGO","LEMON GROVE","MT. VERNON ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Breakfast Provision 2",NA,NA,"",FALSE,"P","8",598,330,55.2,422,70.6,598,330,55.2,422,70.6,TRUE,"Elementary School"
"2016-2017",37,68205,6038657,"SAN DIEGO","LEMON GROVE","SAN ALTOS ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Breakfast Provision 2",NA,NA,"",FALSE,"P","6",409,236,57.7,288,70.4,394,230,58.4,281,71.3,TRUE,"Elementary School"
"2016-2017",37,68205,6038665,"SAN DIEGO","LEMON GROVE","SAN MIGUEL ELEMENTARY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Breakfast Provision 2",NA,NA,"",FALSE,"P","6",562,392,69.8,463,82.4,562,392,69.8,463,82.4,TRUE,"Elementary School"
"2016-2017",37,68205,6038673,"SAN DIEGO","LEMON GROVE","VISTA LA MESA ACADEMY","Elementary School District","Elementary Schools (Public)","TRADITIONAL","Breakfast Provision 2",NA,NA,"",FALSE,"P","8",631,361,57.2,467,74,616,354,57.5,459,74.5,TRUE,"Elementary School"
"2016-2017",37,68213,1,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","NONPUBLIC, NONSECTARIAN SCHOOLS","Unified School District",NA,NA,"",NA,NA,NA,NA,"","",3,1,33.3,1,33.3,2,1,50,1,50,TRUE,NA
"2016-2017",37,68213,119560,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","SAN DIEGO NEIGHBORHOOD HOMESCHOOLS","Unified School District","K-12 Schools (Public)","TRADITIONAL","",NA,1077,"DIRECTLY FUNDED",TRUE,"K","12",133,28,21.1,28,21.1,127,27,21.3,27,21.3,TRUE,"Elementary School"
"2016-2017",37,68213,121582,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","COLLEGE PREPARATORY MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,1177,"DIRECTLY FUNDED",TRUE,"5","8",233,38,16.3,85,36.5,233,38,16.3,85,36.5,TRUE,"Middle School"
"2016-2017",37,68213,123224,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","SAN DIEGO VIRTUAL","Unified School District","K-12 Schools (Public)","TRADITIONAL","",NA,1264,"DIRECTLY FUNDED",TRUE,"K","12",408,189,46.3,244,59.8,346,160,46.2,204,59,TRUE,"Elementary School"
"2016-2017",37,68213,123240,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","PIVOT CHARTER SCHOOL - SAN DIEGO","Unified School District","K-12 Schools (Public)","TRADITIONAL","",NA,1266,"DIRECTLY FUNDED",TRUE,"6","12",105,28,26.7,30,28.6,94,21,22.3,23,24.5,TRUE,"Elementary School"
"2016-2017",37,68213,126995,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","JACUMBA MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"6","8",60,32,53.3,34,56.7,60,32,53.3,34,56.7,TRUE,"Middle School"
"2016-2017",37,68213,127001,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","PINE VALLEY MIDDLE","Unified School District","Intermediate/Middle Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"6","8",74,27,36.5,38,51.4,74,27,36.5,38,51.4,TRUE,"Middle School"
"2016-2017",37,68213,127084,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","ACADEMY OF ARTS AND SCIENCES","Unified School District","K-12 Schools (Public)","TRADITIONAL","",NA,1454,"DIRECTLY FUNDED",TRUE,"K","12",320,162,50.6,193,60.3,304,155,51,185,60.9,TRUE,"Elementary School"
"2016-2017",37,68213,129668,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","COUNTY COLLABORATIVE CHARTER","Unified School District","K-12 Schools (Public)","TRADITIONAL","",NA,1628,"DIRECTLY FUNDED",TRUE,"K","12",37,24,64.9,24,64.9,31,20,64.5,20,64.5,TRUE,"Elementary School"
"2016-2017",37,68213,3730934,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","CAMPO HIGH (CONTINUATION)","Unified School District","Continuation High Schools","CONTINUATION SCHOOL","",NA,NA,"",FALSE,"9","12",17,14,82.4,14,82.4,13,10,76.9,10,76.9,TRUE,"Other"
"2016-2017",37,68213,3730991,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","HILLSIDE JUNIOR/SENIOR HIGH","Unified School District","Alternative Schools of Choice","ALTERNATIVE SCHOOL OF CHOICE","",NA,NA,"",FALSE,"7","12",9,4,44.4,4,44.4,5,3,60,3,60,TRUE,"Other"
"2016-2017",37,68213,3731080,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","COTTONWOOD COMMUNITY DAY","Unified School District","District Community Day Schools","COMMUNITY DAY SCHOOL","",NA,NA,"",FALSE,"7","12",6,5,83.3,5,83.3,4,3,75,3,75,TRUE,"Other"
"2016-2017",37,68213,3734878,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","MOUNTAIN EMPIRE HIGH","Unified School District","High Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"9","12",351,201,57.3,239,68.1,337,193,57.3,229,68,TRUE,"High School"
"2016-2017",37,68213,6038681,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","CAMPO ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"P","8",438,251,57.3,299,68.3,424,243,57.3,288,67.9,TRUE,"Elementary School"
"2016-2017",37,68213,6038699,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","DESCANSO ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"P","5",152,47,30.9,65,42.8,150,46,30.7,64,42.7,TRUE,"Elementary School"
"2016-2017",37,68213,6085054,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","CLOVER FLAT ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","",NA,NA,"",FALSE,"P","5",116,70,60.3,78,67.2,115,70,60.9,78,67.8,TRUE,"Elementary School"
"2016-2017",37,68213,6097190,"SAN DIEGO","MOUNTAIN EMPIRE UNIFIED","POTRERO ELEMENTARY","Unified School District","Elementary Schools (Public)","TRADITIONAL","Provision 2",NA,NA,"",FALSE,"P","8",322,228,70.8,262,81.4,319,227,71.2,261,81.8,TRUE,"Elementary School"
"2016-2017",37,68221,1,"SAN DIEGO","NATIONAL ELEMENTARY","NONPUBLIC, NONSECTARIAN SCHOOLS","Elementary School District",NA,NA,"",NA,NA,NA,NA,"","",5,2,40,2,40,5,2,40,2,40,TRUE,NA
