site_id,sitename,address,city,state,zip,lat,lon,accuracy,bos_district,council_distict,councill_code,elementary_dist,hs_dist,unified_dist,state_assembly_dist,state_senate_dist,congressional_dist
933,PACIFIC RIM ELEMENTARY,1100 Camino de las Ondas,Carlsbad,CA,92011,33,-117,HIGH,5,3,CB,,,UNIFIED CARLSBAD,76,36,49
934,PACIFIC SPRINGS CHARTER,1615 Mater Dei Drive,Chula Vista,CA,91913,33,-117,HIGH,1,3,CV,GEN ELEM CHULA VISTA,HIGH SWEETWATER UNION,,79,40,53
935,PACIFIC TRAILS MIDDLE,5975 Village Center Loop Road,San Diego,CA,92130,33,-117,HIGH,3,1,SD,GEN ELEM DEL MAR UNION,HIGH SAN DIEGUITO UNION,,77,39,52
936,PACIFIC VIEW CHARTER,3670 Ocean Ranch Boulevard,Oceanside,CA,92056,33,-117,HIGH,5,4,OC,,,UNIFIED OCEANSIDE,76,36,49
937,PACIFIC VIEW LEADERSHIP ELEMENTARY,6196 Childs Avenue,San Diego,CA,92139,33,-117,HIGH,1,4,SD,,,UNIFIED SAN DIEGO,80,40,53
938,PACIFIC VILLAGE,1551 SATURN BLVD.,SAN DIEGO,CA,92154,33,-117,HIGH,1,8,SD,GEN ELEM SOUTH BAY UNION,HIGH SWEETWATER UNION,,80,40,51
939,PAINTED ROCK ELEMENTARY,16711 Martincoit Road,Poway,CA,92064,33,-117,HIGH,2,2,PW,,,"UNIF BOND POWAY-SFID 2002-1,PROP U, 2014 REF",77,38,52
941,PALM ACADEMY FOR LEARNING,650 D Avenue,Coronado,CA,92118,33,-117,HIGH,1,,,,,UNIFIED CORONADO,78,39,52
942,PALM CANYON CONTINUATION HIGH,2281 Diegueno Road,Borrego Springs,CA,92004,33,-116,HIGH,5,,,,,UNIFIED BORREGO SPRINGS,71,38,50
943,PALMER WAY,2900 PALMER ST.,NATIONAL CITY,CA,91950,33,-117,HIGH,1,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,79,40,51
944,PALMQUIST ELEMENTARY,1999 CALIFORNIA ST.,OCEANSIDE,CA,92054,33,-117,HIGH,5,3,OC,,,UNIFIED OCEANSIDE,76,36,49
945,PALOMA ELEMENTARY,660 CAMINO MAGNIFICO,SAN MARCOS,CA,92069,33,-117,HIGH,5,4,SM,,,UNIFIED SAN MARCOS,75,38,50
946,PALOMAR ELEMENTARY,300 EAST PALOMAR ST.,CHULA VISTA,CA,91911,33,-117,HIGH,1,4,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
947,PALOMAR FAMILY YMCA,1050 NORTH BROADWAY,ESCONDIDO,CA,92026,33,-117,HIGH,3,1,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
948,PALOMAR HIGH,480 Palomar Street,Chula Vista,CA,91911,33,-117,HIGH,1,4,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
950,PARADISE HILLS ELEMENTARY,5816 Alleghany Street,San Diego,CA,92139,33,-117,HIGH,1,4,SD,,,UNIFIED SAN DIEGO,79,40,53
951,PARADISE HILLS REC CENTER,6610 POTOMAC STREET,SAN DIEGO,CA,92139,33,-117,HIGH,1,4,SD,,,UNIFIED SAN DIEGO,79,40,53
953,PARK DALE LANE ELEMENTARY,2050 Park Dale Lane,Encinitas,CA,92024,33,-117,HIGH,3,4,EN,GEN ELEM ENCINITAS UNION,HIGH SAN DIEGUITO UNION,,76,36,49
954,PARK DE LA CRUZ,3901 LANDIS STREET,SAN DIEGO,CA,92105,33,-117,HIGH,4,9,SD,,,UNIFIED SAN DIEGO,80,40,51
957,PARK VILLAGE ELEMENTARY,7930 Park Village Road,San Diego,CA,92129,33,-117,HIGH,3,6,SD,,,UNIFIED POWAY,77,39,52
958,PARKVIEW ELEMENTARY,575 JUNIPER ST.,CHULA VISTA,CA,91911,33,-117,HIGH,1,3,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,53
959,PARKWAY MIDDLE,9009 Park Plaza Drive,La Mesa,CA,91942,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,79,38,53
960,PATHWAYS ACADEMY CHARTER,31505 Old River Road,Bonsall,CA,92003,33,-117,HIGH,5,,,,,UNIFIED BONSALL,75,38,50
961,PAUL ECKE-CENTRAL ELEMENTARY,185 Union Street,Encinitas,CA,92024,33,-117,HIGH,3,2,EN,GEN ELEM ENCINITAS UNION,HIGH SAN DIEGUITO UNION,,76,36,49
962,PAUMA ELEMENTARY,33158 Cole Grade Road,Pauma Valley,CA,92061,33,-117,HIGH,5,,,,,UNIFIED VALLEY CENTER-PAUMA,75,38,50
963,PAYNE FAMILY BRANCH (FORMERLY NATIONAL CITY BRANCH),1430 D AVE,NATIONAL CITY,CA,91950,33,-117,HIGH,1,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,80,40,51
964,PENN ATHLETIC FIELD,2555 DUSK AVENUE,SAN DIEGO,CA,92139,33,-117,HIGH,1,4,SD,,,UNIFIED SAN DIEGO,79,40,53
965,PENN ELEMENTARY,2797 Utica Drive,San Diego,CA,92139,33,-117,HIGH,1,4,SD,,,UNIFIED SAN DIEGO,79,40,53
966,PEPPER DRIVE ELEMENTARY,1935 Marlinda Way,El Cajon,CA,92021,33,-117,HIGH,2,,,GEN ELEM SANTEE,HIGH GROSSMONT UNION,,71,38,50
967,PERKINS K-8,1770 MAIN ST.,SAN DIEGO,CA,92113,33,-117,HIGH,1,8,SD,,,UNIFIED SAN DIEGO,80,40,51
968,PERRY ELEMENTARY,6290 ORISKANY RD.,SAN DIEGO,CA,92139,33,-117,HIGH,1,4,SD,,,UNIFIED SAN DIEGO,79,40,53
969,PERSHING MIDDLE,8204 San Carlos Drive,San Diego,CA,92119,33,-117,HIGH,2,7,SD,,,UNIFIED SAN DIEGO,77,39,52
970,PHOENIX HIGH,1600 North Cuyamaca Street,El Cajon,CA,92020,33,-117,HIGH,2,1,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,38,53
973,PINE VALLEY MIDDLE,7454 Pine Boulevard,Pine Valley,CA,91962,33,-117,HIGH,2,,,,,UNIFIED MT EMPIRE,71,38,50
974,PIONEER ELEMENTARY,980 NORTH ASH ST.,ESCONDIDO,CA,92027,33,-117,HIGH,3,1,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
976,PIVOT CHARTER SCHOOL - SAN DIEGO,"1030 La Bonita Drive, Suite 100",San Marcos,CA,92078,33,-117,HIGH,5,,,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75,38,50
977,PIVOT CHARTER SCHOOL - SAN DIEGO II,1030 La Bonita Drive Suite 100,San Marcos,CA,92078,33,-117,HIGH,5,,,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75,38,50
978,POINSETTIA ELEMENTARY,2445 Mica Road,Carlsbad,CA,92009,33,-117,HIGH,5,3,CB,,,UNIFIED CARLSBAD,76,36,49
979,POINT LOMA HIGH,2335 Chatsworth Boulevard,San Diego,CA,92106,33,-117,HIGH,4,2,SD,,,UNIFIED SAN DIEGO,78,39,52
980,POMERADO ELEMENTARY,12321 Ninth Street,Poway,CA,92064,33,-117,HIGH,2,1,PW,,,"UNIF BOND POWAY-SFID 2002-1,PROP U, 2014 REF",77,38,52
981,PORTER ELEMENTARY,4800 T Street,San Diego,CA,92113,33,-117,HIGH,1,4,SD,,,UNIFIED SAN DIEGO,79,40,51
982,PORTER ELEMENTARY (NORTH CAMPUS) -ANNEX,445 S. 47TH STREET,SAN DIEGO,CA,92113,33,-117,HIGH,1,4,SD,,,UNIFIED SAN DIEGO,79,40,51
984,POTRERO ELEMENTARY,24875 Potrero Valley Road,Potrero,CA,91963,33,-117,HIGH,2,,,,,UNIFIED MT EMPIRE,71,40,51
985,POWAY ADULT,13626 Twin Peaks Road,Poway,CA,92064,33,-117,HIGH,2,3,PW,,,"UNIF BOND POWAY-SFID 2002-1,PROP U, 2014 REF",77,38,52
986,POWAY HIGH,15500 Espola Road,Poway,CA,92064,33,-117,HIGH,2,2,PW,,,"UNIF BOND POWAY-SFID 2002-1,PROP U, 2014 REF",77,38,52
987,PREUSS SCHOOL UCSD,9500 Gilman Drive,La Jolla,CA,92093,33,-117,HIGH,4,1,SD,,,UNIFIED SAN DIEGO,78,39,49
988,PRIDE ACADEMY AT PROSPECT AVENUE,9303 PROSPECT AVE.,SANTEE,CA,92071,33,-117,HIGH,2,3,ST,GEN ELEM SANTEE,HIGH GROSSMONT UNION,,71,38,50
989,PROJECT ACCESS,378 SO. MEADOWBROOK DRIVE,SAN DIEGO,CA,92114,33,-117,HIGH,4,4,SD,,,UNIFIED SAN DIEGO,79,40,53
992,QUANTUM ACADEMY,420 North Falconer Road,Escondido,CA,92027,33,-117,HIGH,3,3,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
993,QUEST ACADEMY,8805 Tyler Street,Spring Valley,CA,91977,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,71,40,53
994,R. ROGER ROWE ELEMENTARY,5927 La Granada,Rancho Santa Fe,CA,92067,33,-117,HIGH,5,,,GEN ELEM RANCHO SANTA FE,HIGH SAN DIEGUITO UNION,,77,38,49
995,R. ROGER ROWE MIDDLE,5927 La Granada,Rancho Santa Fe,CA,92067,33,-117,HIGH,5,,,GEN ELEM RANCHO SANTA FE,HIGH SAN DIEGUITO UNION,,77,38,49
996,RAI ONLINE CHARTER,5253 Fifth Street,Fallbrook,CA,92028,33,-117,HIGH,5,,,GEN ELEM VALLECITOS,HIGH FALLBROOK UNION,,75,38,50
997,RAMONA ADULT,720 Ninth Street,Ramona,CA,92065,33,-117,HIGH,2,,,,,UNIFIED RAMONA,71,38,50
998,RAMONA BRANCH,622 E ST,RAMONA,CA,92065,33,-117,HIGH,2,,,,,UNIFIED RAMONA,71,38,50
999,RAMONA BRANCH LIBRARY,1275 MAIN STREET,RAMONA,CA,92065,33,-117,HIGH,2,,,,,UNIFIED RAMONA,71,38,50
1000,RAMONA COMMUNITY,1010 Ramona Street,Ramona,CA,92065,33,-117,HIGH,2,,,,,UNIFIED RAMONA,71,38,50
1000,RAMONA COMMUNITY MONTESSORI,1010 Ramona Street,Ramona,CA,92065,33,-117,HIGH,2,,,,,UNIFIED RAMONA,71,38,50
1001,RAMONA ELEMENTARY,415 EIGHTH ST.,RAMONA,CA,92065,33,-117,HIGH,2,,,,,UNIFIED RAMONA,71,38,50
1002,RAMONA HIGH,1401 HANSON LN.,RAMONA,CA,92065,33,-117,HIGH,2,,,,,UNIFIED RAMONA,71,38,50
1003,RANCHO BERNARDO HIGH,13010 Paseo Lucido,San Diego,CA,92128,33,-117,HIGH,3,5,SD,,,"UNIF BOND POWAY-SFID 2002-1,PROP U, 2014 REF",77,39,52
1004,RANCHO BUENA VISTA HIGH,1601 LONGHORN DR.,VISTA,CA,92081,33,-117,HIGH,5,4,VS,,,UNIFIED VISTA,76,36,49
1005,RANCHO DE LA NACION,1830 East Division Street,National City,CA,91950,33,-117,HIGH,1,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,80,40,51
1006,RANCHO DEL REY MIDDLE,1174 East J Street,Chula Vista,CA,91910,33,-117,HIGH,1,3,CV,GEN ELEM CHULA VISTA,HIGH SWEETWATER UNION,,80,40,53
1007,RANCHO ELEMENTARY,8845 NOELINE AVE.,SPRING VALLEY,CA,91977,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,79,40,53
1008,RANCHO MINERVA MIDDLE,2245 FOOTHILL DR.,VISTA,CA,92084,33,-117,HIGH,5,2,VS,,,UNIFIED VISTA,76,36,49
1009,RANCHO SAN DIEGO ELEMENTARY,12151 Calle Albara,El Cajon,CA,92019,33,-117,HIGH,2,,,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,38,50
1010,REACH ACADEMY,230 JAMACHA RD.,EL CAJON,CA,92019,33,-117,HIGH,2,3,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,38,50
1011,REDDING (RAY) HIGH (CONTINUATION),1517 Highway 78,Julian,CA,92036,33,-117,HIGH,2,,,GEN ELEM JULIAN UNION,HIGH JULIAN UNION,,71,38,50
1012,REFLECTIONS,8374 HERCULES STREET,LA MESA,CA,91942,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,79,38,53
1015,REIDY CREEK ELEMENTARY,2869 North Broadway,Escondido,CA,92026,33,-117,HIGH,3,2,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
1016,RENETTE PARK COMMUNITY CENTER,935 EMERALD AVE.,EL CAJON,CA,92020,33,-117,HIGH,2,4,EC,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,38,53
1017,REYNOLDS ELEMENTARY,4575 DOUGLAS DR.,OCEANSIDE,CA,92057,33,-117,HIGH,5,2,OC,,,UNIFIED OCEANSIDE,76,36,49
1018,RICE (LILIAN J.) ELEMENTARY,915 Fourth Avenue,Chula Vista,CA,91911,33,-117,HIGH,1,4,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
1019,RICHLAND ELEMENTARY,910 Borden Road,San Marcos,CA,92069,33,-117,HIGH,5,4,SM,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75,38,50
1020,RILEY/NEW DAWN,5650 Mount Ackerly Drive,San Diego,CA,92111,33,-117,HIGH,4,6,SD,,,UNIFIED SAN DIEGO,77,39,52
1022,RINCON MIDDLE,925 Lehner Avenue,Escondido,CA,92026,33,-117,HIGH,3,2,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
1023,RIO SECO ELEMENTARY,9545 Cuyamaca Street,Santee,CA,92071,33,-117,HIGH,2,1,ST,GEN ELEM SANTEE,HIGH GROSSMONT UNION,,71,38,50
1024,RIOS ELEMENTARY,14314 Rios Canyon Road,El Cajon,CA,92021,33,-117,HIGH,2,,,GEN ELEM CAJON VALLEY UNION,HIGH GROSSMONT UNION,,71,38,50
1025,RIVER VALLEY CHARTER,9707 1/2 Marilla Drive,Lakeside,CA,92040,33,-117,HIGH,2,,,GEN ELEM LAKESIDE UNION,HIGH GROSSMONT UNION,,71,38,50
1026,RIVERVIEW ELEMENTARY,9308 Winter Gardens Boulevard,Lakeside,CA,92040,33,-117,HIGH,2,,,GEN ELEM LAKESIDE UNION,HIGH GROSSMONT UNION,,71,38,50
1027,ROBERT EGGER SR. SOUTH BAY RECREATION CENTER,1885 CORONADO AVE.,SAN DIEGO,CA,92154,33,-117,HIGH,1,8,SD,GEN ELEM SOUTH BAY UNION,HIGH SWEETWATER UNION,,80,40,51
1028,ROCK SPRINGS ELEMENTARY,1155 DEODAR RD.,ESCONDIDO,CA,92026,33,-117,HIGH,3,2,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
1029,RODRIGUEZ ELEMENTARY,825 South 31st Street,San Diego,CA,92113,33,-117,HIGH,1,8,SD,,,UNIFIED SAN DIEGO,80,40,51
1030,ROGERS (GREG) ELEMENTARY,510 EAST NAPLES ST.,CHULA VISTA,CA,91911,33,-117,HIGH,1,3,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,53
1031,ROHR (FRED H.) ELEMENTARY,1540 Malta Avenue,Chula Vista,CA,91911,33,-117,HIGH,1,4,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
1032,ROLANDO ELEMENTARY,6925 TOWER ST.,LA MESA,CA,91942,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,79,38,53
1033,ROLANDO PARK ELEMENTARY,6620 MARLOWE DR.,SAN DIEGO,CA,92115,33,-117,HIGH,4,4,SD,,,UNIFIED SAN DIEGO,79,39,53
1034,ROLLING HILLS ELEMENTARY,15255 Penasquitos Drive,San Diego,CA,92129,33,-117,HIGH,3,5,SD,,,"UNIF BOND POWAY-SFID 2002-1,PROP U, 2014 REF",77,39,52
1035,RON ROBERTS BRANCH (FORMERLY LINDA VISTA BRANCH),2230 E JEWETT ST,SAN DIEGO,CA,92111,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
1036,ROOSEVELT INTERNATIONAL MIDDLE,3366 PARK BLVD.,SAN DIEGO,CA,92101,33,-117,HIGH,4,3,SD,,,UNIFIED SAN DIEGO,78,39,53
1037,ROOSEVELT MIDDLE,850 SAGEWOOD DR.,OCEANSIDE,CA,92057,33,-117,HIGH,5,4,OC,,,UNIFIED VISTA,76,36,49
1039,ROSA PARKS ELEMENTARY,4510 Landis Street,San Diego,CA,92105,33,-117,HIGH,4,9,SD,,,UNIFIED SAN DIEGO,80,40,51
1040,ROSE ELEMENTARY,906 North Rose Avenue,Escondido,CA,92027,33,-117,HIGH,3,1,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
1042,ROSEBANK ELEMENTARY,80 Flower Street,Chula Vista,CA,91910,33,-117,HIGH,1,2,CV,"GEN BOND CHULA VISTA-SFID 1 2012C,PROP E 11/06/12",HIGH SWEETWATER UNION,,80,40,51
1043,ROSS ELEMENTARY,7470 BAGDAD ST.,SAN DIEGO,CA,92111,33,-117,HIGH,4,6,SD,,,UNIFIED SAN DIEGO,77,39,52
1045,ROWAN ELEMENTARY,1755 Rowan Street,San Diego,CA,92105,33,-117,HIGH,4,9,SD,,,UNIFIED SAN DIEGO,80,40,51
1047,SAGE CANYON,5290 Harvest Run Drive,San Diego,CA,92130,33,-117,HIGH,3,1,SD,GEN ELEM DEL MAR UNION,HIGH SAN DIEGUITO UNION,,77,39,52
1048,SAGE CREEK HIGH,3900 Cannon Road,Carlsbad,CA,92008,33,-117,HIGH,5,2,CB,,,UNIFIED CARLSBAD,76,36,49
1050,SALT CREEK ELEMENTARY,1055 Hunte Parkway,Chula Vista,CA,91914,33,-117,HIGH,1,1,CV,GEN ELEM CHULA VISTA,HIGH SWEETWATER UNION,,79,40,53
1051,SALVATION ARMY KROC CENTER,6605 UNIVERSITY AVENUE,SAN DIEGO,CA,92115,33,-117,HIGH,4,4,SD,,,UNIFIED SAN DIEGO,79,39,53
1054,SAN ALTOS ELEMENTARY,1750 MADERA ST.,LEMON GROVE,CA,91945,33,-117,HIGH,2,,,GEN ELEM LEMON GROVE,HIGH GROSSMONT UNION,,79,38,53
1055,SAN DIEGO ADULT,"2555 Camino Del Rio South, Suite 155",San Diego,CA,92108,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
1056,SAN DIEGO BUSINESS/LEADERSHIP,1405 PARK BLVD.,SAN DIEGO,CA,92101,33,-117,HIGH,4,3,SD,,,UNIFIED SAN DIEGO,78,39,52
1058,SAN DIEGO CONTINUING EDUCATION,4343 Ocean View Boulevard,San Diego,CA,92113,33,-117,HIGH,1,4,SD,,,UNIFIED SAN DIEGO,80,40,51
1059,SAN DIEGO COOPERATIVE CHARTER,7260 Linda Vista Road,San Diego,CA,92111,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
1060,SAN DIEGO COOPERATIVE CHARTER SCHOOL 2,3550 Logan Avenue,San Diego,CA,92113,33,-117,HIGH,1,9,SD,,,UNIFIED SAN DIEGO,80,40,51
1061,SAN DIEGO COUNTY COMMUNITY,"6401 Linda Vista Road, Room 216",San Diego,CA,92111,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
1062,SAN DIEGO COUNTY COURT,2801 Meadow Lark Drive,San Diego,CA,92123,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
1063,SAN DIEGO COUNTY ROP,"6401 Linda Vista Road, Room 408",San Diego,CA,92111,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
1064,SAN DIEGO COUNTY SPECIAL EDUCATION,"6401 Linda Vista Road, Room 409",San Diego,CA,92111,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
1067,SAN DIEGO GLOBAL VISION ACADEMY MIDDLE,3430 School Street,San Diego,CA,92116,33,-117,HIGH,4,3,SD,,,UNIFIED SAN DIEGO,78,39,53
1068,SAN DIEGO INTERNATIONAL STUDIES,1405 Park Boulevard,San Diego,CA,92101,33,-117,HIGH,4,3,SD,,,UNIFIED SAN DIEGO,78,39,52
1069,SAN DIEGO METRO CAREER AND TECH,"7250 Mesa College Drive, Room L-502",San Diego,CA,92111,33,-117,HIGH,4,6,SD,,,UNIFIED SAN DIEGO,77,39,52
1070,SAN DIEGO MISSION ACADEMY,30951 Highway 79,Warner Springs,CA,92086,33,-117,HIGH,5,,,,,UNIFIED WARNER,71,38,50
1071,SAN DIEGO MVP ARTS,1405 Park Boulevard,San Diego,CA,92101,33,-117,HIGH,4,3,SD,,,UNIFIED SAN DIEGO,78,39,52
1072,SAN DIEGO NEIGHBORHOOD HOMESCHOOLS,"3548 Seagate Way, Suite 140",Oceanside,CA,92056,33,-117,HIGH,5,4,OC,,,UNIFIED OCEANSIDE,76,36,49
1073,SAN DIEGO SCIENCE AND TECHNOLOGY,1405 Park Boulevard,San Diego,CA,92101,33,-117,HIGH,4,3,SD,,,UNIFIED SAN DIEGO,78,39,52
1074,SAN DIEGO SCPA,2425 Dusk Drive,San Diego,CA,92139,33,-117,HIGH,1,4,SD,,,UNIFIED SAN DIEGO,79,40,53
1075,SAN DIEGO VIRTUAL,2878 Camino Del Rio South Suite 410,San Diego,CA,92108,33,-117,HIGH,4,7,SD,,,UNIFIED SAN DIEGO,79,39,53
1076,SAN DIEGO WORKFORCE INNOVATION HIGH,2 Euclid Avenue Suite A,National City,CA,91950,33,-117,HIGH,1,,,GEN ELEM NATIONAL,HIGH SWEETWATER UNION,,80,40,51
1078,SAN DIEGO YOUTH SERVICES,3845 SPRING DRIVE,SPRING VALLEY,CA,91977,33,-117,HIGH,2,,,GEN ELEM LA MESA-SPRING VALLEY,HIGH GROSSMONT UNION,,71,38,53
1079,SAN DIEGUITO ADULT HIGH,675 Balour Drive,Encinitas,CA,92024,33,-117,HIGH,3,3,EN,GEN ELEM ENCINITAS UNION,HIGH SAN DIEGUITO UNION,,76,36,49
1081,SAN DIEGUITO HS ACADEMY,800 Santa Fe Drive,Encinitas,CA,92024,33,-117,HIGH,3,2,EN,GEN ELEM ENCINITAS UNION,HIGH SAN DIEGUITO UNION,,76,36,49
1082,SAN ELIJO ELEMENTARY,1615 Schoolhouse Way,San Marcos,CA,92078,33,-117,HIGH,5,2,SM,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75,38,50
1083,SAN ELIJO MIDDLE,1600 Schoolhouse Way,San Marcos,CA,92078,33,-117,HIGH,5,2,SM,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75,38,50
1084,SAN JOSE VALLEY CONTINUATION HIGH,30951 Highway 79,Warner Springs,CA,92086,33,-117,HIGH,5,,,,,UNIFIED WARNER,71,38,50
1085,SAN LUIS REY ELEMENTARY,3535 HACIENDA DR.,OCEANSIDE,CA,92054,33,-117,HIGH,5,1,OC,,,UNIFIED OCEANSIDE,76,36,49
1086,SAN MARCOS ADULT,158 Cassou Road,San Marcos,CA,92069,33,-117,HIGH,5,4,SM,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75,38,50
1087,SAN MARCOS ELEMENTARY,1 TIGER WAY,SAN MARCOS,CA,92069,33,-117,HIGH,5,1,SM,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75,38,50
1088,SAN MARCOS HIGH,1615 SAN MARCOS BLVD.,SAN MARCOS,CA,92078,33,-117,HIGH,5,3,SM,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75,38,50
1089,SAN MARCOS MIDDLE,650 West Mission Road,San Marcos,CA,92069,33,-117,HIGH,5,1,SM,,,"UNIF BOND SAN MARCOS SFID #1-6/04/96, 2004-1 REF",75,38,50
1090,SAN MIGUEL ELEMENTARY,7059 San Miguel Avenue,Lemon Grove,CA,91945,33,-117,HIGH,2,,,GEN ELEM LEMON GROVE,HIGH GROSSMONT UNION,,79,38,53
1091,SAN ONOFRE ELEMENTARY,200 Pate Road,San Clemente,CA,92672,33,-118,HIGH,5,,,GEN ELEM FALLBROOK UNION,HIGH FALLBROOK UNION,,76,36,49
1092,SAN PASQUAL ACADEMY,17701 San Pasqual Valley Road,Escondido,CA,92025,33,-117,HIGH,3,,,GEN ELEM SAN PASQUAL UNION,HIGH ESCONDIDO UNION,,71,38,50
1094,SAN PASQUAL HIGH,3300 BEAR VALLEY PKWY.,ESCONDIDO,CA,92025,33,-117,HIGH,3,4,ES,GEN ELEM ESCONDIDO UNION,HIGH ESCONDIDO UNION,,75,38,50
1095,SAN PASQUAL UNION ELEMENTARY,15305 Rockwood Road,Escondido,CA,92027,33,-117,HIGH,3,5,SD,GEN ELEM SAN PASQUAL UNION,HIGH ESCONDIDO UNION,,77,39,52
1096,SAN YSIDRO ADULT EDUCATION CENTER,4220 OTAY MESA RD.,SAN YSIDRO,CA,92173,33,-117,HIGH,1,8,SD,GEN ELEM SAN YSIDRO,HIGH SWEETWATER UNION,,80,40,51
1097,SAN YSIDRO COMMUNITY ACTIVITY CENTER,179 DIZA ROAD,SAN YSIDRO,CA,92173,33,-117,HIGH,1,8,SD,GEN ELEM SAN YSIDRO,HIGH SWEETWATER UNION,,80,40,51
1098,SAN YSIDRO HIGH,5353 Airway Road,San Diego,CA,92154,33,-117,HIGH,1,8,SD,GEN ELEM SAN YSIDRO,HIGH SWEETWATER UNION,,80,40,51
1099,SAN YSIDRO MIDDLE,4345 Otay Mesa Road,San Ysidro,CA,92173,33,-117,HIGH,1,8,SD,GEN ELEM SAN YSIDRO,HIGH SWEETWATER UNION,,80,40,51
1100,SANDBURG ELEMENTARY,11230 Avenida del Gato,San Diego,CA,92126,33,-117,HIGH,3,6,SD,,,UNIFIED SAN DIEGO,77,39,52
1101,SANTA MARGARITA ACADEMY,400 West Elder Street,Fallbrook,CA,92028,33,-117,HIGH,5,,,GEN ELEM FALLBROOK UNION,HIGH FALLBROOK UNION,,75,38,50
1102,SANTA MARGARITA ELEMENTARY,1 Carnes Road,Oceanside,CA,92058,33,-117,HIGH,5,,,,,UNIFIED OCEANSIDE,76,36,49
1103,SANTA ROSA COMMUNITY DAY,2243 Diegueno Road,Borrego Springs,CA,92004,33,-116,HIGH,5,,,,,UNIFIED BORREGO SPRINGS,71,38,50
1105,SANTANA ADULT CENTER,9915 North Magnolia,Santee,CA,92071,33,-117,HIGH,2,2,ST,GEN ELEM SANTEE,HIGH GROSSMONT UNION,,71,38,50
1106,SANTANA HIGH,9915 NORTH MAGNOLIA AVE.,SANTEE,CA,92071,33,-117,HIGH,2,2,ST,GEN ELEM SANTEE,HIGH GROSSMONT UNION,,71,38,50
1107,SANTEE ALTERNATIVE,10250 El Nopal,Santee,CA,92071,33,-117,HIGH,2,1,ST,GEN ELEM SANTEE,HIGH GROSSMONT UNION,,71,38,50
