"county","fnsreportdate","fnssubtype","programcode","ProgramGroupYear","sponsorname","sponsortype_a","sponsortype_b","mealgroupcode","mealtypecode","siteqty","daysservedqty","freeeligqty","redceligqty","paideligqty","mlsservedfree","mlsservedredc","mlsservedpaid","mlsservedtotal","avgdailymeals","academicyear"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",2,8,0,0,263,1968,0,0,1968,246,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",4,19,0,0,433,3804,0,0,3804,361.09,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,19,0,0,67,643,0,0,643,33.84,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",12,8,0,0,1282,3762,0,0,3762,895.5,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",51,8,0,0,5115,16332,0,0,16332,3985.38,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",36,4,0,0,2165,6993,0,0,6993,1748.25,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"SOUTH BAY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,14,0,0,92,1129,0,0,1129,80.64,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"SOUTH BAY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",14,14,0,0,1242,8726,0,0,8726,924.36,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"SOUTH BAY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKAM","SSFO_SNACKAM",4,4,0,0,438,1635,0,0,1635,408.75,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"SOUTH BAY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",9,14,0,0,428,4585,0,0,4585,327.5,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"MOUNTAIN EMPIRE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,4,0,0,40,148,0,0,148,37,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"CAJON VALLEY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,4,0,0,414,414,0,0,414,103.5,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"CAJON VALLEY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",8,9,0,0,7236,7236,0,0,7236,804,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"CAJON VALLEY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,9,0,0,1212,1212,0,0,1212,142.13,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,4,0,0,572,701,0,0,701,175.25,"2015-2016"
"SAN DIEGO",2016-06-01,"90DAY","SSFO",2016,"LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,4,0,0,572,853,0,0,853,213.25,"2015-2016"
"SAN DIEGO",2014-10-01,"CLOSEOUT","SSFO",2015,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,7,0,0,52,138,0,0,138,19.71,"2014-2015"
"SAN DIEGO",2014-10-01,"CLOSEOUT","SSFO",2015,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",3,3,0,0,141,273,0,0,273,91,"2014-2015"
"SAN DIEGO",2014-10-01,"CLOSEOUT","SSFO",2015,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,3,0,0,52,112,0,0,112,37.33,"2014-2015"
"SAN DIEGO",2015-01-01,"CLOSEOUT","SSFO",2015,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,10,0,0,75,648,0,0,648,64.8,"2014-2015"
"SAN DIEGO",2015-01-01,"CLOSEOUT","SSFO",2015,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",17,10,0,0,896,7735,0,0,7735,776.07,"2014-2015"
"SAN DIEGO",2015-01-01,"CLOSEOUT","SSFO",2015,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",14,10,0,0,619,5409,0,0,5409,542.62,"2014-2015"
"SAN DIEGO",2015-03-01,"CLOSEOUT","SSFO",2015,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,1,0,0,75,70,0,0,70,70,"2014-2015"
"SAN DIEGO",2015-03-01,"CLOSEOUT","SSFO",2015,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",19,2,0,0,1155,1635,0,0,1635,1057.5,"2014-2015"
"SAN DIEGO",2015-03-01,"CLOSEOUT","SSFO",2015,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",14,2,0,0,800,1160,0,0,1160,755,"2014-2015"
"SAN DIEGO",2015-03-01,"CLOSEOUT","SSFO",2015,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,2,0,0,75,30,0,0,30,15,"2014-2015"
"SAN DIEGO",2015-03-01,"CLOSEOUT","SSFO",2015,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,2,0,0,75,60,0,0,60,30,"2014-2015"
"SAN DIEGO",2015-06-01,"CLOSEOUT","SSFO",2015,"ESCONDIDO UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,6,0,0,66,392,0,0,392,65.33,"2014-2015"
"SAN DIEGO",2015-06-01,"CLOSEOUT","SSFO",2015,"ESCONDIDO UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",2,2,0,0,241,456,0,0,456,228,"2014-2015"
"SAN DIEGO",2015-06-01,"CLOSEOUT","SSFO",2015,"CARLSBAD UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,12,0,0,225,1863,0,0,1863,155.25,"2014-2015"
"SAN DIEGO",2015-06-01,"CLOSEOUT","SSFO",2015,"CARLSBAD UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,12,0,0,225,1825,0,0,1825,152.08,"2014-2015"
"SAN DIEGO",2015-06-01,"CLOSEOUT","SSFO",2015,"VISTA UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",15,18,0,0,1791,23793,0,0,23793,1784.16,"2014-2015"
"SAN DIEGO",2015-06-01,"CLOSEOUT","SSFO",2015,"VISTA UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,18,0,0,97,1734,0,0,1734,96.33,"2014-2015"
"SAN DIEGO",2015-04-01,"CLOSEOUT","SSFO",2015,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",6,8,0,0,460,2145,0,0,2145,299.96,"2014-2015"
"SAN DIEGO",2015-06-01,"CLOSEOUT","SSFO",2015,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",2,12,0,0,285,1783,0,0,1783,214.5,"2014-2015"
"SAN DIEGO",2015-06-01,"CLOSEOUT","SSFO",2015,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",4,17,0,0,455,3347,0,0,3347,306.33,"2014-2015"
"SAN DIEGO",2015-06-01,"CLOSEOUT","SSFO",2015,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,17,0,0,90,787,0,0,787,46.29,"2014-2015"
"SAN DIEGO",2015-06-01,"CLOSEOUT","SSFO",2015,"SAN DIEGO COUNTY OFFICE OF EDUCATION","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST",1,1,0,0,60,60,0,0,60,60,"2014-2015"
"SAN DIEGO",2015-06-01,"CLOSEOUT","SSFO",2015,"SAN DIEGO COUNTY OFFICE OF EDUCATION","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",2,4,0,0,152,547,0,0,547,152,"2014-2015"
"SAN DIEGO",2015-06-01,"CLOSEOUT","SSFO",2015,"SAN DIEGO COUNTY OFFICE OF EDUCATION","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",3,5,0,0,212,819,0,0,819,212,"2014-2015"
"SAN DIEGO",2015-06-01,"CLOSEOUT","SSFO",2015,"SAN DIEGO COUNTY OFFICE OF EDUCATION","SCHOOL","PUBLIC","SSFO_DINNER","SSFO_SUPPER",3,5,0,0,212,728,0,0,728,193.8,"2014-2015"
"SAN DIEGO",2015-04-01,"CLOSEOUT","SSFO",2015,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST",1,18,0,0,68,1137,0,0,1137,63.17,"2014-2015"
"SAN DIEGO",2015-04-01,"CLOSEOUT","SSFO",2015,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",2,18,0,0,165,1951,0,0,1951,108.39,"2014-2015"
"SAN DIEGO",2015-04-01,"CLOSEOUT","SSFO",2015,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",20,18,0,0,1221,17938,0,0,17938,998.14,"2014-2015"
"SAN DIEGO",2015-04-01,"CLOSEOUT","SSFO",2015,"SAN DIEGO UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",15,18,0,0,732,11599,0,0,11599,644.39,"2014-2015"
"SAN DIEGO",2015-06-01,"CLOSEOUT","SSFO",2015,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",11,18,0,0,972,11286,0,0,11286,708.8,"2014-2015"
"SAN DIEGO",2015-06-01,"CLOSEOUT","SSFO",2015,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",14,18,0,0,2328,27805,0,0,27805,1835.25,"2014-2015"
"SAN DIEGO",2015-06-01,"CLOSEOUT","SSFO",2015,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",3,17,0,0,375,4441,0,0,4441,287.91,"2014-2015"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST",1,22,0,0,130,366,0,0,366,16.64,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,22,0,0,75,1166,0,0,1166,53,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"LA MESA-SPRING VALLEY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",9,22,0,0,785,11180,0,0,11180,561.22,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"SAN DIEGO COUNTY OFFICE OF EDUCATION","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST",1,2,0,0,60,120,0,0,120,60,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"SAN DIEGO COUNTY OFFICE OF EDUCATION","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,2,0,0,60,120,0,0,120,60,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"SAN DIEGO COUNTY OFFICE OF EDUCATION","SCHOOL","PUBLIC","SSFO_DINNER","SSFO_SUPPER",1,2,0,0,60,120,0,0,120,60,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"ESCONDIDO UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",4,8,0,0,687,2345,0,0,2345,369.24,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"ESCONDIDO UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",5,8,0,0,1072,6205,0,0,6205,1049.43,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"LEMON GROVE SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",5,22,0,0,580,9012,0,0,9012,409.64,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"LEMON GROVE SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,22,0,0,150,2400,0,0,2400,109.09,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"CARLSBAD UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,22,0,0,250,3645,0,0,3645,165.68,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"CARLSBAD UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,22,0,0,250,4049,0,0,4049,184.05,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",2,7,0,0,287,1902,0,0,1902,271.71,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",4,7,0,0,453,2556,0,0,2556,365.14,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"CHULA VISTA ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",2,7,0,0,91,381,0,0,381,54.43,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"RAMONA CITY UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,17,0,0,415,3165,0,0,3165,186.18,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"VISTA UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",11,22,0,0,1331,22944,0,0,22944,1324.26,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"VISTA UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",1,22,0,0,123,2701,0,0,2701,122.77,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST",2,22,0,0,405,7935,0,0,7935,360.68,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",18,22,0,0,5472,25921,0,0,25921,1677.77,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",23,22,0,0,6277,54074,0,0,54074,3732.52,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"GROSSMONT UNION HIGH SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",3,22,0,0,400,8122,0,0,8122,369.18,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,22,0,0,692,3624,0,0,3624,164.73,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",1,22,0,0,692,4485,0,0,4485,203.86,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",11,22,0,0,903,9139,0,0,9139,650.89,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",13,22,0,0,2164,31286,0,0,31286,1697.85,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"OCEANSIDE UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",3,22,0,0,373,5709,0,0,5709,275.21,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"CAJON VALLEY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",2,17,0,0,4558,4558,0,0,4558,268.12,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"CAJON VALLEY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",12,22,0,0,39431,39228,0,0,39228,1838.69,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"CAJON VALLEY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",3,22,0,0,4305,4305,0,0,4305,219.25,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"SAN MARCOS UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,22,0,0,211,3992,0,0,3992,181.45,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"SAN MARCOS UNIFIED SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",4,22,0,0,1529,25594,0,0,25594,1187.23,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"SOUTH BAY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_BREAKFAST","SSFO_BREAKFAST_SEVERENEED",1,2,0,0,84,159,0,0,159,79.5,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"SOUTH BAY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_LUNCH","SSFO_LUNCH",14,15,0,0,1073,8725,0,0,8725,665.91,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"SOUTH BAY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKAM","SSFO_SNACKAM",4,12,0,0,421,3811,0,0,3811,317.58,"2015-2016"
"SAN DIEGO",2015-07-01,"CLOSEOUT","SSFO",2015,"SOUTH BAY UNION SCHOOL DISTRICT","SCHOOL","PUBLIC","SSFO_SNACKPM","SSFO_SNACKPM",9,15,0,0,424,4422,0,0,4422,310.66,"2015-2016"
